n_features,features,rows_train,rows_test,r2_log,rmse_log,r2_level,mae_level,alpha,error
5,"LIVING_AREA, RES_FLOOR, NUM_PARKING, neighborhood_walkability, INT_COND",16000,4000,0.3421643968784933,0.5843728082725501,-0.5343633805822816,1010049.5440484959,1.0,
4,"TT_RMS, neighborhood_walkability, emp_dist_m, INT_COND",16000,4000,0.3421153388250532,0.5843945976511266,-0.5954603761939712,1008140.6275019684,1.0,
9,"YR_BUILT, LAND_SF, BED_RMS, TT_RMS, RES_FLOOR, NUM_PARKING, neighborhood_walkability, emp_dist_m, INT_COND",16000,4000,0.3419560709640851,0.5844653316646513,0.2927403703253292,928545.182899569,1.0,
7,"YR_BUILT, BED_RMS, RES_FLOOR, median_hh_income, neighborhood_walkability, emp_dist_m, INT_COND",16000,4000,0.3416892791085584,0.584583800038759,0.18452975857908605,947939.0085090417,1.0,
9,"YR_BUILT, LAND_SF, LIVING_AREA, TT_RMS, RES_FLOOR, median_hh_income, neighborhood_walkability, emp_dist_m, INT_COND",16000,4000,0.34165693017658494,0.5845981628834398,0.2588339680822871,931878.7422511182,1.0,
7,"YR_BUILT, LAND_SF, LIVING_AREA, RES_FLOOR, neighborhood_walkability, emp_dist_m, INT_COND",16000,4000,0.3414376490968237,0.5846955138312488,-0.6497659233556599,1017170.3890900225,1.0,
3,"TT_RMS, RES_FLOOR, neighborhood_walkability",16000,4000,0.3413084945730096,0.584752845053152,-1.4374731459601326,1095340.6499948523,1.0,
4,"TT_RMS, NUM_PARKING, emp_dist_m, INT_COND",16000,4000,0.34123334398809346,0.5847862015369013,-1.3639982833998814,1051668.9189927666,1.0,
7,"YR_BUILT, LIVING_AREA, RES_FLOOR, NUM_PARKING, median_hh_income, emp_dist_m, INT_COND",16000,4000,0.34119378358039565,0.5848037601314585,-0.04178287624597199,976031.6318740997,1.0,
4,"LIVING_AREA, TT_RMS, RES_FLOOR, neighborhood_walkability",16000,4000,0.3411892136528445,0.5848057884260573,-1.2419706606384642,1092721.953496477,1.0,
9,"YR_BUILT, LIVING_AREA, TT_RMS, RES_FLOOR, NUM_PARKING, median_hh_income, neighborhood_walkability, emp_dist_m, INT_COND",16000,4000,0.3410142886140465,0.5848834210239576,0.5556269621520455,899809.1929979773,1.0,
5,"LAND_SF, TT_RMS, RES_FLOOR, neighborhood_walkability, emp_dist_m",16000,4000,0.3409932449334462,0.5848927596191877,-0.09712589030700336,968826.4928678735,1.0,
5,"LAND_SF, TT_RMS, RES_FLOOR, NUM_PARKING, emp_dist_m",16000,4000,0.3409788903735562,0.5848991296847167,-0.0797526576510601,960726.210983198,1.0,
9,"YR_BUILT, LAND_SF, LIVING_AREA, TT_RMS, RES_FLOOR, NUM_PARKING, median_hh_income, emp_dist_m, INT_COND",16000,4000,0.340972699387438,0.5849018770124087,0.22201382804274816,934585.2002026304,1.0,
7,"YR_BUILT, LIVING_AREA, TT_RMS, RES_FLOOR, NUM_PARKING, neighborhood_walkability, INT_COND",16000,4000,0.3404167935933162,0.5851485145970285,-0.12978989552527653,976849.119333298,1.0,
8,"LAND_SF, LIVING_AREA, BED_RMS, TT_RMS, RES_FLOOR, NUM_PARKING, neighborhood_walkability, INT_COND",16000,4000,0.3403253025068361,0.5851890962980674,-0.8939350247072162,1034702.8513421497,1.0,
6,"LIVING_AREA, TT_RMS, RES_FLOOR, NUM_PARKING, neighborhood_walkability, emp_dist_m",16000,4000,0.3402754082813315,0.5852112261484156,-0.06388086526911363,965348.5712364636,1.0,
8,"YR_BUILT, LAND_SF, LIVING_AREA, BED_RMS, TT_RMS, RES_FLOOR, NUM_PARKING, INT_COND",16000,4000,0.3401895409697042,0.5852493093731092,-0.9017545987482909,1037169.31811976,1.0,
4,"LIVING_AREA, BED_RMS, RES_FLOOR, NUM_PARKING",16000,4000,0.34012571326831087,0.5852776161499204,-0.821943404175312,1026439.4224984514,1.0,
6,"YR_BUILT, LIVING_AREA, TT_RMS, RES_FLOOR, median_hh_income, emp_dist_m",16000,4000,0.34011872873958027,0.5852807136168094,-0.1213962087070437,977156.5453628137,1.0,
6,"YR_BUILT, LAND_SF, LIVING_AREA, TT_RMS, RES_FLOOR, emp_dist_m",16000,4000,0.34004001821191654,0.5853156186687861,-0.8349287551770828,1028661.7640440743,1.0,
3,"BED_RMS, RES_FLOOR, median_hh_income",16000,4000,0.3400291468055594,0.5853204395502855,-0.12160480039164079,964100.8371766554,1.0,
9,"YR_BUILT, LAND_SF, BED_RMS, TT_RMS, RES_FLOOR, median_hh_income, neighborhood_walkability, emp_dist_m, INT_COND",16000,4000,0.33996576582317384,0.5853485448019353,0.27320521468586634,935441.7562922289,1.0,
7,"YR_BUILT, LIVING_AREA, RES_FLOOR, median_hh_income, neighborhood_walkability, emp_dist_m, INT_COND",16000,4000,0.3396606624889106,0.585483818966186,0.002181278831530409,970496.2732368314,1.0,
9,"LAND_SF, LIVING_AREA, TT_RMS, RES_FLOOR, NUM_PARKING, median_hh_income, neighborhood_walkability, emp_dist_m, INT_COND",16000,4000,0.3396408592739286,0.5854925980698605,0.2734109696730058,931787.3077304477,1.0,
7,"LAND_SF, LIVING_AREA, RES_FLOOR, NUM_PARKING, neighborhood_walkability, emp_dist_m, INT_COND",16000,4000,0.33962389157699857,0.5855001200352059,-0.6519536251262461,1018185.672865076,1.0,
8,"YR_BUILT, LIVING_AREA, BED_RMS, TT_RMS, RES_FLOOR, NUM_PARKING, median_hh_income, INT_COND",16000,4000,0.33954353424215056,0.5855357420068364,0.08004891763281896,925800.7854305198,1.0,
5,"YR_BUILT, LAND_SF, BED_RMS, RES_FLOOR, emp_dist_m",16000,4000,0.33954266898396745,0.585536125559313,0.45329269226235236,914593.9234221653,1.0,
8,"LIVING_AREA, BED_RMS, TT_RMS, RES_FLOOR, NUM_PARKING, median_hh_income, neighborhood_walkability, INT_COND",16000,4000,0.3394420040359868,0.5855807466991244,0.08338730636798763,925714.0156563384,1.0,
4,"YR_BUILT, LAND_SF, RES_FLOOR, INT_COND",16000,4000,0.33938943332535776,0.5856040480471519,0.19468731304482068,947272.0935460175,1.0,
6,"YR_BUILT, LIVING_AREA, BED_RMS, RES_FLOOR, neighborhood_walkability, emp_dist_m",16000,4000,0.3392440504104519,0.585668482484175,0.5042319694556665,899331.0545236332,1.0,
7,"BED_RMS, RES_FLOOR, NUM_PARKING, median_hh_income, neighborhood_walkability, emp_dist_m, INT_COND",16000,4000,0.33904498464280497,0.5857566979338035,0.18211895337511708,948486.8171062372,1.0,
8,"YR_BUILT, LAND_SF, LIVING_AREA, BED_RMS, TT_RMS, RES_FLOOR, median_hh_income, INT_COND",16000,4000,0.33899225666879884,0.585780061965597,-0.8052847382154631,1018864.658763807,1.0,
8,"LAND_SF, LIVING_AREA, BED_RMS, TT_RMS, RES_FLOOR, median_hh_income, neighborhood_walkability, INT_COND",16000,4000,0.3389455048059362,0.5858007771729242,-0.8027264034812343,1016707.5360719115,1.0,
7,"YR_BUILT, LIVING_AREA, BED_RMS, TT_RMS, RES_FLOOR, neighborhood_walkability, emp_dist_m",16000,4000,0.33893098426554846,0.5858072109065994,0.12131695319196278,923227.8449477374,1.0,
9,"YR_BUILT, LAND_SF, BED_RMS, TT_RMS, RES_FLOOR, NUM_PARKING, median_hh_income, emp_dist_m, INT_COND",16000,4000,0.33887909525699766,0.585830201213354,0.27624934438602733,931905.3684826994,1.0,
5,"YR_BUILT, LIVING_AREA, RES_FLOOR, median_hh_income, INT_COND",16000,4000,0.3388704507564607,0.5858340312185002,-0.5216293078461649,1009977.4327555465,1.0,
3,"TT_RMS, RES_FLOOR, NUM_PARKING",16000,4000,0.3387953099683526,0.585867321804401,-1.6054777337545576,1100533.0649318714,1.0,
6,"YR_BUILT, LIVING_AREA, BED_RMS, RES_FLOOR, NUM_PARKING, emp_dist_m",16000,4000,0.33867820326706055,0.5859192013153157,0.4794938501210817,902419.3518195583,1.0,
9,"YR_BUILT, LAND_SF, LIVING_AREA, BED_RMS, RES_FLOOR, NUM_PARKING, neighborhood_walkability, emp_dist_m, INT_COND",16000,4000,0.3385971721594866,0.5859550962667649,0.06838188737662776,970019.1674673001,1.0,
5,"YR_BUILT, BED_RMS, TT_RMS, emp_dist_m, INT_COND",16000,4000,0.33844919277136,0.586020642121363,-2.5449581190602366,1153626.8997018342,1.0,
7,"YR_BUILT, LAND_SF, LIVING_AREA, RES_FLOOR, median_hh_income, emp_dist_m, INT_COND",16000,4000,0.3380484614155693,0.5861981049041193,-0.6489083521285648,1018700.1616290032,1.0,
7,"LIVING_AREA, RES_FLOOR, NUM_PARKING, median_hh_income, neighborhood_walkability, emp_dist_m, INT_COND",16000,4000,0.33789983250802424,0.5862639111518412,0.014384799988678698,969974.0088666086,1.0,
5,"LAND_SF, LIVING_AREA, TT_RMS, emp_dist_m, INT_COND",16000,4000,0.3378655628591899,0.586279083175184,-1.0887303962753458,1045023.8295528425,1.0,
4,"TT_RMS, median_hh_income, emp_dist_m, INT_COND",16000,4000,0.3378469090113858,0.5862873415311539,-0.5617565947534202,1007780.5540945507,1.0,
7,"YR_BUILT, LIVING_AREA, TT_RMS, RES_FLOOR, median_hh_income, neighborhood_walkability, INT_COND",16000,4000,0.3378235099130539,0.5862977005207497,-0.14624448462613526,983972.01809674,1.0,
4,"BED_RMS, NUM_PARKING, emp_dist_m, INT_COND",16000,4000,0.3375622650533193,0.5864133435243503,0.5548253249522641,863090.9438995447,1.0,
4,"LIVING_AREA, BED_RMS, RES_FLOOR, median_hh_income",16000,4000,0.33753156826060704,0.5864269303109774,-0.8145129869889121,1021251.7764991107,1.0,
7,"YR_BUILT, LAND_SF, LIVING_AREA, TT_RMS, RES_FLOOR, neighborhood_walkability, INT_COND",16000,4000,0.3374963193666318,0.5864425315266287,-0.8424381905807554,1033627.0293749021,1.0,
5,"LAND_SF, TT_RMS, RES_FLOOR, median_hh_income, emp_dist_m",16000,4000,0.3374783967141822,0.5864504639614943,-0.09716362353083441,970342.1756310011,1.0,
4,"LIVING_AREA, TT_RMS, RES_FLOOR, NUM_PARKING",16000,4000,0.3374764131408877,0.5864513418699296,-2.201946209397576,1152872.7661582008,1.0,
9,"LAND_SF, BED_RMS, TT_RMS, RES_FLOOR, NUM_PARKING, median_hh_income, neighborhood_walkability, emp_dist_m, INT_COND",16000,4000,0.33745274614777987,0.586461816527882,0.32321810018945873,926759.3519987803,1.0,
6,"LAND_SF, LIVING_AREA, TT_RMS, RES_FLOOR, neighborhood_walkability, emp_dist_m",16000,4000,0.33741824966245026,0.5864770838224047,-0.8380593966281937,1030104.4786368249,1.0,
6,"LIVING_AREA, TT_RMS, RES_FLOOR, median_hh_income, neighborhood_walkability, emp_dist_m",16000,4000,0.3371739797617398,0.5865851802933841,-0.07966958018471271,972877.5273628258,1.0,
4,"BED_RMS, neighborhood_walkability, emp_dist_m, INT_COND",16000,4000,0.337081090494077,0.5866262812439382,0.5476197337430034,868286.9566364539,1.0,
6,"YR_BUILT, LAND_SF, BED_RMS, TT_RMS, RES_FLOOR, emp_dist_m",16000,4000,0.3370309659003692,0.5866484588042505,-0.11945058381725682,973221.8983413888,1.0,
7,"YR_BUILT, LIVING_AREA, BED_RMS, TT_RMS, RES_FLOOR, NUM_PARKING, emp_dist_m",16000,4000,0.3369885084654023,0.5866672433844805,0.03697465926275745,940075.6337670524,1.0,
5,"LIVING_AREA, RES_FLOOR, NUM_PARKING, median_hh_income, INT_COND",16000,4000,0.33683960224858056,0.5867331196901258,-0.5309094681526398,1011826.5277786504,1.0,
3,"TT_RMS, RES_FLOOR, median_hh_income",16000,4000,0.33683153960373646,0.586736686403699,-1.356985427331007,1092488.9275193973,1.0,
4,"LAND_SF, RES_FLOOR, NUM_PARKING, INT_COND",16000,4000,0.3368304127295525,0.5867371849030873,0.18838173791586388,949092.2956300783,1.0,
7,"YR_BUILT, LIVING_AREA, BED_RMS, TT_RMS, neighborhood_walkability, emp_dist_m, INT_COND",16000,4000,0.33663261767950003,0.5868246776507283,-0.5123977509592017,1024302.2138383879,1.0,
4,"LIVING_AREA, BED_RMS, TT_RMS, RES_FLOOR",16000,4000,0.3365705400226534,0.5868521344188279,-3.243071078667051,1187017.6759700908,1.0,
6,"LIVING_AREA, TT_RMS, RES_FLOOR, NUM_PARKING, median_hh_income, emp_dist_m",16000,4000,0.33651808187497967,0.5868753355044415,-0.0988783588363682,971458.3978796933,1.0,
7,"YR_BUILT, LAND_SF, LIVING_AREA, BED_RMS, TT_RMS, RES_FLOOR, emp_dist_m",16000,4000,0.3365157893147367,0.5868763494325251,-0.831660625450453,1029187.6462401926,1.0,
7,"YR_BUILT, LAND_SF, BED_RMS, TT_RMS, RES_FLOOR, neighborhood_walkability, INT_COND",16000,4000,0.3365079139711984,0.5868798324386593,-0.08502882941834145,964949.2444633513,1.0,
6,"LAND_SF, LIVING_AREA, TT_RMS, RES_FLOOR, NUM_PARKING, emp_dist_m",16000,4000,0.3363864438083769,0.5869335520894177,-0.8250774308483528,1023460.4595862231,1.0,
5,"LAND_SF, LIVING_AREA, BED_RMS, emp_dist_m, INT_COND",16000,4000,0.3362992936968743,0.5869720908178386,-0.7862598238582035,997330.8192985769,1.0,
7,"LAND_SF, LIVING_AREA, RES_FLOOR, NUM_PARKING, median_hh_income, emp_dist_m, INT_COND",16000,4000,0.33623702448476667,0.586999625391796,-0.6511500066414531,1019666.7306591638,1.0,
8,"LAND_SF, LIVING_AREA, BED_RMS, TT_RMS, RES_FLOOR, NUM_PARKING, median_hh_income, INT_COND",16000,4000,0.3361084865013493,0.5870564590044224,-0.8895678585166593,1035434.9646211243,1.0,
6,"YR_BUILT, LAND_SF, LIVING_AREA, BED_RMS, RES_FLOOR, emp_dist_m",16000,4000,0.33592577324576445,0.5871372369745882,-0.31797037178718623,983730.8589535274,1.0,
9,"YR_BUILT, LAND_SF, LIVING_AREA, BED_RMS, RES_FLOOR, median_hh_income, neighborhood_walkability, emp_dist_m, INT_COND",16000,4000,0.33586071826828645,0.5871659952539924,0.06339415274183569,971500.762158713,1.0,
6,"LIVING_AREA, BED_RMS, RES_FLOOR, NUM_PARKING, neighborhood_walkability, emp_dist_m",16000,4000,0.3358066232457414,0.5871899074903797,0.5236718271042442,893443.8849849191,1.0,
5,"LIVING_AREA, RES_FLOOR, median_hh_income, neighborhood_walkability, INT_COND",16000,4000,0.3358023223812888,0.5871918086084879,-0.5372311807433321,1011301.5898052783,1.0,
7,"YR_BUILT, LIVING_AREA, TT_RMS, RES_FLOOR, NUM_PARKING, median_hh_income, INT_COND",16000,4000,0.3356601581657358,0.5872546462239084,-0.1736089287714957,983978.8058243132,1.0,
7,"YR_BUILT, LIVING_AREA, BED_RMS, RES_FLOOR, NUM_PARKING, neighborhood_walkability, INT_COND",16000,4000,0.3356057038395174,0.5872787136505406,0.45459997318469736,909769.6445947035,1.0,
4,"LIVING_AREA, TT_RMS, RES_FLOOR, median_hh_income",16000,4000,0.3355669208149068,0.5872958541592422,-1.2183589170508937,1092161.8987828328,1.0,
6,"YR_BUILT, LIVING_AREA, BED_RMS, RES_FLOOR, median_hh_income, emp_dist_m",16000,4000,0.33552090568336224,0.5873161903141945,0.4664683126592031,906804.4093823433,1.0,
7,"YR_BUILT, LIVING_AREA, BED_RMS, TT_RMS, RES_FLOOR, median_hh_income, emp_dist_m",16000,4000,0.33538060771175326,0.5873781899481311,0.12515791141876975,922141.5422916054,1.0,
9,"YR_BUILT, LAND_SF, LIVING_AREA, BED_RMS, RES_FLOOR, NUM_PARKING, median_hh_income, emp_dist_m, INT_COND",16000,4000,0.33536818317548056,0.5873836802088762,0.0237723830902824,975320.1598364632,1.0,
7,"LIVING_AREA, BED_RMS, TT_RMS, RES_FLOOR, NUM_PARKING, neighborhood_walkability, emp_dist_m",16000,4000,0.3352947179399053,0.5874161426090738,0.04206614938435882,940556.9285880076,1.0,
5,"BED_RMS, TT_RMS, neighborhood_walkability, emp_dist_m, INT_COND",16000,4000,0.3352513449289194,0.587435307186134,-2.547913304806475,1155587.946818408,1.0,
5,"LAND_SF, BED_RMS, RES_FLOOR, NUM_PARKING, emp_dist_m",16000,4000,0.33518651986573966,0.5874639492918918,0.4505128104811682,916544.0346264461,1.0,
7,"LIVING_AREA, TT_RMS, RES_FLOOR, NUM_PARKING, median_hh_income, neighborhood_walkability, INT_COND",16000,4000,0.33514822145785417,0.5874808702859762,-0.12255696642163794,978004.776904966,1.0,
9,"YR_BUILT, LIVING_AREA, BED_RMS, RES_FLOOR, NUM_PARKING, median_hh_income, neighborhood_walkability, emp_dist_m, INT_COND",16000,4000,0.3351172272005166,0.5874945638050841,0.3607493373763342,932816.8680764564,1.0,
7,"YR_BUILT, LAND_SF, LIVING_AREA, TT_RMS, RES_FLOOR, NUM_PARKING, INT_COND",16000,4000,0.3349570596520004,0.5875653220662793,-0.8286860794912188,1028111.8550485448,1.0,
7,"LAND_SF, LIVING_AREA, BED_RMS, TT_RMS, RES_FLOOR, neighborhood_walkability, emp_dist_m",16000,4000,0.3348767771325407,0.5876007857920218,-0.8270065841032763,1027803.1820989148,1.0,
7,"LAND_SF, LIVING_AREA, RES_FLOOR, median_hh_income, neighborhood_walkability, emp_dist_m, INT_COND",16000,4000,0.3348290697549132,0.5876218588721343,-0.6537837071792372,1019080.8636087286,1.0,
7,"LAND_SF, LIVING_AREA, TT_RMS, RES_FLOOR, NUM_PARKING, neighborhood_walkability, INT_COND",16000,4000,0.3347681033724933,0.5876487875580434,-0.831685446009315,1028278.8413412038,1.0,
5,"LAND_SF, BED_RMS, RES_FLOOR, neighborhood_walkability, emp_dist_m",16000,4000,0.3347101334429968,0.5876743915743576,0.43571237982936184,919795.9942913133,1.0,
6,"LAND_SF, BED_RMS, TT_RMS, RES_FLOOR, neighborhood_walkability, emp_dist_m",16000,4000,0.3342411813585324,0.5878814761828423,-0.1123920931205944,971865.4533153608,1.0,
5,"YR_BUILT, TT_RMS, RES_FLOOR, NUM_PARKING, emp_dist_m",16000,4000,0.33398647622434696,0.5879939208905436,-0.10765132316536419,965636.345083709,1.0,
9,"LAND_SF, LIVING_AREA, BED_RMS, RES_FLOOR, NUM_PARKING, median_hh_income, neighborhood_walkability, emp_dist_m, INT_COND",16000,4000,0.33393776377814366,0.5880154235308829,0.07403738303884377,970835.6349798312,1.0,
5,"YR_BUILT, TT_RMS, RES_FLOOR, neighborhood_walkability, emp_dist_m",16000,4000,0.3338205912234874,0.5880671426013474,-0.12452901704904362,972382.2153698027,1.0,
3,"YR_BUILT, LIVING_AREA, RES_FLOOR",16000,4000,0.3337025477688551,0.5881192414814119,-0.3121647344066414,980369.793462733,1.0,
8,"YR_BUILT, LAND_SF, TT_RMS, RES_FLOOR, NUM_PARKING, neighborhood_walkability, emp_dist_m, INT_COND",16000,4000,0.3336880083246718,0.588125658195305,0.33265666371357394,936723.6697063096,1.0,
6,"LAND_SF, LIVING_AREA, TT_RMS, RES_FLOOR, median_hh_income, emp_dist_m",16000,4000,0.33359782476897415,0.5881654574703866,-0.8391815255962876,1031741.388320445,1.0,
7,"LIVING_AREA, BED_RMS, TT_RMS, RES_FLOOR, median_hh_income, neighborhood_walkability, emp_dist_m",16000,4000,0.3335043037862617,0.5882067267548519,0.12536946138135174,922998.2996339917,1.0,
7,"YR_BUILT, LIVING_AREA, BED_RMS, TT_RMS, NUM_PARKING, emp_dist_m, INT_COND",16000,4000,0.3332710157622879,0.5883096603373317,-1.203686520731892,1072928.8707639726,1.0,
7,"YR_BUILT, LAND_SF, BED_RMS, TT_RMS, RES_FLOOR, NUM_PARKING, INT_COND",16000,4000,0.3332532057640706,0.5883175178958587,-0.25649353936466524,990579.4878901496,1.0,
6,"LAND_SF, LIVING_AREA, BED_RMS, RES_FLOOR, neighborhood_walkability, emp_dist_m",16000,4000,0.3331287526361605,0.5883724222010557,-0.29472364838968845,979002.6650426406,1.0,
6,"YR_BUILT, LAND_SF, TT_RMS, RES_FLOOR, neighborhood_walkability, INT_COND",16000,4000,0.33311261752694676,0.5883795400636901,-0.10050066599265173,977189.6334480726,1.0,
4,"LAND_SF, RES_FLOOR, neighborhood_walkability, INT_COND",16000,4000,0.33305986935998766,0.5884028088564048,0.17582887892980226,950000.0446441062,1.0,
4,"BED_RMS, median_hh_income, emp_dist_m, INT_COND",16000,4000,0.33295866975354926,0.5884474484509343,0.548181566114292,868332.4396654284,1.0,
7,"LAND_SF, BED_RMS, TT_RMS, RES_FLOOR, NUM_PARKING, neighborhood_walkability, INT_COND",16000,4000,0.33289623349219266,0.5884749876732563,-0.242418847331064,987757.5126773205,1.0,
7,"YR_BUILT, LAND_SF, LIVING_AREA, BED_RMS, RES_FLOOR, neighborhood_walkability, INT_COND",16000,4000,0.3328645176221333,0.5884889763324055,-0.2683638653246305,972426.0175248143,1.0,
7,"LAND_SF, LIVING_AREA, BED_RMS, TT_RMS, RES_FLOOR, NUM_PARKING, emp_dist_m",16000,4000,0.3328423423728283,0.5884987567905485,-0.9398378689420583,1047774.2246991121,1.0,
7,"YR_BUILT, LIVING_AREA, BED_RMS, RES_FLOOR, median_hh_income, neighborhood_walkability, INT_COND",16000,4000,0.33270813007848943,0.588557948044343,0.44314754256448363,912630.5795108243,1.0,
7,"LIVING_AREA, BED_RMS, TT_RMS, NUM_PARKING, neighborhood_walkability, emp_dist_m, INT_COND",16000,4000,0.3326941898900756,0.5885640957034174,-1.0829728302266863,1061945.5373966587,1.0,
7,"YR_BUILT, LAND_SF, LIVING_AREA, TT_RMS, RES_FLOOR, median_hh_income, INT_COND",16000,4000,0.3326765854519269,0.5885718592143345,-0.8435650193462774,1035957.7224839646,1.0,
6,"LAND_SF, BED_RMS, TT_RMS, RES_FLOOR, NUM_PARKING, emp_dist_m",16000,4000,0.3324939270119627,0.5886524050633044,-0.31398698253385926,998479.431531273,1.0,
6,"LAND_SF, LIVING_AREA, BED_RMS, RES_FLOOR, NUM_PARKING, emp_dist_m",16000,4000,0.3324377391311376,0.5886771796957154,-0.28697211236082754,977438.9314004201,1.0,
6,"LIVING_AREA, BED_RMS, RES_FLOOR, median_hh_income, neighborhood_walkability, emp_dist_m",16000,4000,0.33240090464538397,0.5886934203696987,0.511555477010937,897797.9350623131,1.0,
7,"LAND_SF, LIVING_AREA, TT_RMS, RES_FLOOR, median_hh_income, neighborhood_walkability, INT_COND",16000,4000,0.3322392081557606,0.5887647085852029,-0.8466356932817456,1035990.6424210474,1.0,
6,"LIVING_AREA, BED_RMS, RES_FLOOR, NUM_PARKING, median_hh_income, emp_dist_m",16000,4000,0.33208579910767444,0.5888323350823209,0.4882323353374193,900715.3835675216,1.0,
7,"YR_BUILT, LAND_SF, BED_RMS, TT_RMS, RES_FLOOR, median_hh_income, INT_COND",16000,4000,0.33199492815041176,0.5888723895818743,-0.08119361058646035,965698.8683482407,1.0,
7,"YR_BUILT, LIVING_AREA, BED_RMS, TT_RMS, median_hh_income, emp_dist_m, INT_COND",16000,4000,0.3319830625710448,0.5888776195429494,-0.5508676487421491,1029878.0559875865,1.0,
9,"YR_BUILT, BED_RMS, TT_RMS, RES_FLOOR, NUM_PARKING, median_hh_income, neighborhood_walkability, emp_dist_m, INT_COND",16000,4000,0.3318607181370865,0.5889315422779692,0.4447103014850592,909420.0249625819,1.0,
7,"LIVING_AREA, BED_RMS, TT_RMS, RES_FLOOR, NUM_PARKING, median_hh_income, emp_dist_m",16000,4000,0.3317460463086572,0.5889820788660496,0.04844717266112952,939247.8775325351,1.0,
7,"LAND_SF, BED_RMS, TT_RMS, RES_FLOOR, median_hh_income, neighborhood_walkability, INT_COND",16000,4000,0.33138953486187483,0.589139167988833,-0.07731631346316159,963343.3287224233,1.0,
7,"LAND_SF, LIVING_AREA, BED_RMS, TT_RMS, RES_FLOOR, median_hh_income, emp_dist_m",16000,4000,0.33128174742911964,0.5891866539636057,-0.8246107381419712,1028180.6614277563,1.0,
5,"LAND_SF, BED_RMS, RES_FLOOR, median_hh_income, emp_dist_m",16000,4000,0.33124784849006306,0.5892015874197271,0.440086269518424,920110.4902720513,1.0,
5,"BED_RMS, TT_RMS, NUM_PARKING, emp_dist_m, INT_COND",16000,4000,0.3312160200204691,0.5892156084300794,-2.545179725344531,1156045.3355698285,1.0,
11,"YR_BUILT, LAND_SF, LIVING_AREA, BED_RMS, TT_RMS, RES_FLOOR, NUM_PARKING, median_hh_income, neighborhood_walkability, emp_dist_m, INT_COND",16000,4000,0.3311742632701816,0.5892340025197484,0.6348896234448805,884242.6143392131,1.0,
7,"LIVING_AREA, BED_RMS, TT_RMS, median_hh_income, neighborhood_walkability, emp_dist_m, INT_COND",16000,4000,0.3311578156821732,0.5892412476196301,-0.46232505525443424,1019768.0427351125,1.0,
3,"LIVING_AREA, BED_RMS, emp_dist_m",16000,4000,0.3311202722891341,0.589257785007554,-1.4682137310448766,1110713.6213733125,1.0,
6,"YR_BUILT, LAND_SF, RES_FLOOR, NUM_PARKING, emp_dist_m, INT_COND",16000,4000,0.33100731008101225,0.5893075406270295,0.05435227617396843,960231.5754157192,1.0,
7,"YR_BUILT, LIVING_AREA, BED_RMS, RES_FLOOR, NUM_PARKING, median_hh_income, INT_COND",16000,4000,0.3308855706802216,0.5893611575681857,0.4117260291046263,915556.2529893303,1.0,
5,"BED_RMS, TT_RMS, median_hh_income, emp_dist_m, INT_COND",16000,4000,0.3307755341247135,0.5894096161000094,-2.548419287605708,1157293.1948590984,1.0,
7,"YR_BUILT, LAND_SF, LIVING_AREA, BED_RMS, TT_RMS, emp_dist_m, INT_COND",16000,4000,0.3307430310930949,0.5894239292100034,-1.3131571220568157,1086901.759866333,1.0,
6,"LAND_SF, BED_RMS, TT_RMS, RES_FLOOR, median_hh_income, emp_dist_m",16000,4000,0.3307275045589745,0.5894307663877206,-0.10764849701308177,971892.5687874025,1.0,
6,"YR_BUILT, LAND_SF, TT_RMS, RES_FLOOR, NUM_PARKING, INT_COND",16000,4000,0.33069092750878526,0.5894468729394697,-0.08230682131731792,970550.5582630268,1.0,
7,"YR_BUILT, LAND_SF, LIVING_AREA, BED_RMS, RES_FLOOR, NUM_PARKING, INT_COND",16000,4000,0.33066605025655227,0.5894578272824504,-0.2592658496746856,971672.3154735361,1.0,
8,"YR_BUILT, LAND_SF, TT_RMS, RES_FLOOR, median_hh_income, neighborhood_walkability, emp_dist_m, INT_COND",16000,4000,0.3306102599680064,0.5894823929996327,0.326290874020713,938886.3512100504,1.0,
6,"YR_BUILT, LIVING_AREA, TT_RMS, neighborhood_walkability, emp_dist_m, INT_COND",16000,4000,0.3304870237485995,0.5895366530472016,-0.8291066740358097,1023671.1640948333,1.0,
5,"YR_BUILT, TT_RMS, RES_FLOOR, median_hh_income, emp_dist_m",16000,4000,0.33039326317749007,0.5895779318275591,-0.12575823328769253,974138.9686622126,1.0,
8,"YR_BUILT, LAND_SF, TT_RMS, RES_FLOOR, NUM_PARKING, median_hh_income, emp_dist_m, INT_COND",16000,4000,0.3303465932081553,0.5895984775472032,0.3356524854174644,937812.0422486672,1.0,
2,"TT_RMS, emp_dist_m",16000,4000,0.33033541981206516,0.5896033963527952,-2.5383027569994585,1142266.65609958,1.0,
7,"LAND_SF, LIVING_AREA, BED_RMS, RES_FLOOR, NUM_PARKING, neighborhood_walkability, INT_COND",16000,4000,0.33030184191690737,0.5896181779266227,-0.25138247564005534,966517.2470800665,1.0,
7,"LAND_SF, LIVING_AREA, BED_RMS, TT_RMS, neighborhood_walkability, emp_dist_m, INT_COND",16000,4000,0.33024076463259777,0.5896450642601143,-1.2806876770929159,1082914.5966419424,1.0,
7,"LIVING_AREA, BED_RMS, RES_FLOOR, NUM_PARKING, median_hh_income, neighborhood_walkability, INT_COND",16000,4000,0.3301983819122024,0.5896637204915083,0.45910595792216535,913101.1670743314,1.0,
