feature_readable,feature,pct_effect_1_unit,pct_effect_100_units,pct_effect_1000_units
Emp Dist M,num__emp_dist_m,-0.0075281506502587825,-0.750016635186945,-7.252027103008015
Land Sf,num__LAND_SF,0.000673884580120373,0.06741094192241885,0.6761580053291176
Living Area,num__LIVING_AREA,0.028304614172088495,2.8704876067084797,32.711324619333446
Median Hh Income,num__median_hh_income,0.00046007156320714964,0.04601763535479043,0.4611304541096798
Neighborhood Walkability,num__neighborhood_walkability,0.021479324226155578,2.1709308888362107,23.95769815412894
Res Floor,num__RES_FLOOR,0.0030994816575698057,0.3104241835319641,3.147966182322338
Yr Built,num__YR_BUILT,0.1577132348698739,17.068494214618365,383.50428027565516
