TOTAL_VALUE,LU,LIVING_AREA,LAND_SF,GROSS_AREA,INT_COND,OVERALL_COND,RES_FLOOR,YR_BUILT,BLDG_TYPE,neighborhood_walkability,emp_dist_m,median_hh_income,neighborhood_name
451400.0,R2,3075.0,6053.0,4586.0,A - Average,F - Fair,2.0,1885.0,TF - Two Fam Stack,78.49,3697.778208796642,51926.0,Dorchester
731800.0,R2,2628.4,3100.0,4785.0,G - Good,A - Average,2.0,1900.0,CV - Conventional,80.3,5210.916142620844,59757.0,Dorchester
1962900.0,R3,2590.5,2602.0,3878.0,G - Good,G - Good,3.0,1880.0,CV - Conventional,84.65,956.351758715703,73375.0,Mission Hill
956800.0,R3,2024.0,2122.0,3320.0,G - Good,G - Good,3.0,1880.0,DK - Decker,86.53,3147.8769228578544,65662.0,East Boston
1639300.0,R3,4065.0,6583.0,5777.0,G - Good,A - Average,3.0,1900.0,DK - Decker,76.49,2119.042470611729,147226.0,Jamaica Plain
1712400.0,R2,3559.5,7390.0,5856.0,A - Average,A - Average,2.5,1900.0,CV - Conventional,74.12,2388.8989056634773,163713.0,Jamaica Plain
1691700.0,R3,3654.0,3432.0,5355.0,G - Good,G - Good,3.0,2022.0,DK - Decker,79.07,543.8579705207795,48022.0,Mission Hill
898200.0,R2,2906.8,5000.0,5258.0,A - Average,A - Average,2.0,1925.0,CV - Conventional,72.86,6263.977457816204,154464.0,West Roxbury
1623900.0,R3,6339.8,16660.0,9121.200000000012,G - Good,A - Average,2.5,1870.0,TF - Two Fam Stack,81.81,6084.333111498975,126250.0,Roslindale
768200.0,R1,1392.0,5000.0,2372.0,A - Average,A - Average,2.0,1920.0,CL - Colonial,68.35,6176.768035393839,154464.0,West Roxbury
869400.0,R1,1380.0,5000.0,2532.0,G - Good,G - Good,2.0,1925.0,CL - Colonial,70.96,6098.578516815677,154464.0,West Roxbury
2400300.0,CM,7534.999999999956,22102.0,9121.200000000012,A - Average,A - Average,4.0,1999.0,TH - Town House,61.21,6199.919736171396,70139.0,Roslindale
918100.0,R3,4063.0,6102.0,5941.0,A - Average,A - Average,3.0,1894.0,CV - Conventional,70.64,5053.852449921036,59757.0,Dorchester
797300.0,R3,3474.0,3200.0,5451.0,A - Average,A - Average,3.0,1900.0,DK - Decker,51.18,5596.010864738344,42269.0,Dorchester
527400.0,R1,1486.2,4790.0,2711.0,G - Good,A - Average,2.0,1910.0,CL - Colonial,49.22,5651.897237483291,42269.0,Dorchester
573800.0,R1,1587.6,5200.0,3523.0,A - Average,A - Average,1.0,1940.0,BW - Bungalow,77.7,5616.187862168568,107450.0,Roslindale
5784800.0,R1,4438.6,1866.0,4866.0,G - Good,G - Good,4.0,1890.0,RM - Row Middle,80.51,406.3350308846584,180313.0,Back Bay
827100.0,R2,3708.9,4334.0,5617.0,A - Average,A - Average,2.5,1885.0,CV - Conventional,83.85,3306.3730185396903,65662.0,East Boston
688800.0,R2,3194.4,4594.0,5455.0,A - Average,A - Average,2.0,1910.0,CV - Conventional,63.9,6387.284009127603,85344.0,Dorchester
6894800.0,CM,5630.0,2744.0,5630.0,A - Average,A - Average,4.0,1999.0,RM - Row Middle,85.17,493.2412727304464,159141.0,Back Bay
819900.0,R2,2044.0,5396.0,2908.0,A - Average,A - Average,2.0,1945.0,TF - Two Fam Stack,79.13,5257.313384322634,80000.0,East Boston
1021200.0,R1,2441.8,4500.0,3824.0,G - Good,G - Good,2.0,1920.0,CL - Colonial,80.03,5022.020173262854,80000.0,East Boston
1480800.0,R3,2680.0,2100.0,4626.0,G - Good,G - Good,3.0,1910.0,SD - Semi-Det,74.02,2145.5446929546547,186174.0,South Boston
708500.0,R1,3024.0,4707.0,4620.0,A - Average,A - Average,2.5,1900.0,CL - Colonial,71.82,5277.741098580455,59757.0,Dorchester
726200.0,R2,3072.0,5368.0,5194.0,G - Good,A - Average,2.0,1935.0,TF - Two Fam Stack,80.18,3423.7743455161667,32288.0,Roxbury
931300.0,R2,2598.4,4720.0,4602.0,A - Average,A - Average,2.0,1900.0,CV - Conventional,78.6,4575.660836218203,89265.0,Dorchester
661200.0,R1,1557.6,4196.0,2872.0,A - Average,A - Average,1.5,1920.0,CP - Cape,40.07,7246.743812179511,154528.0,West Roxbury
624700.0,R1,2456.6,4800.0,4452.0,A - Average,A - Average,2.0,1910.0,CL - Colonial,73.11,5290.232238021455,59757.0,Dorchester
613300.0,R1,1494.0,7500.0,2536.0,A - Average,A - Average,2.0,1915.0,CL - Colonial,61.95,8475.862505965408,93225.0,Hyde Park
813600.0,R1,2980.4,10500.0,4744.0,A - Average,A - Average,2.5,1900.0,CL - Colonial,91.76,5399.813711051141,107273.0,Dorchester
722600.0,R2,3906.0,3700.0,6062.0,A - Average,A - Average,2.5,1915.0,CV - Conventional,71.87,3920.172346410099,47691.0,Dorchester
379100.0,R1,936.0,4000.0,2000.0,A - Average,A - Average,1.0,1950.0,RN - Ranch,59.53,6881.661905219512,93452.0,Mattapan
2198800.0,CM,3552.0,4563.0,3552.0,G - Good,G - Good,3.0,1905.0,DK - Decker,72.07,2153.882112514482,147226.0,Jamaica Plain
1371600.0,R2,3714.2,9252.0,5872.0,A - Average,A - Average,2.5,1900.0,CV - Conventional,75.6,3612.234837788618,92560.0,Brighton
884200.0,R2,2782.0,11113.0,5298.0,G - Good,G - Good,2.0,1800.0,TF - Two Fam Stack,77.31,2099.2658146672165,32288.0,Roxbury
819100.0,R1,1536.0,5460.0,2538.0,G - Good,G - Good,2.0,1932.0,CL - Colonial,69.52,6071.9650644053945,140000.0,West Roxbury
690000.0,R1,2032.0,5792.0,3000.0,F - Fair,F - Fair,2.0,1890.0,CL - Colonial,67.59,6714.782339294539,165000.0,West Roxbury
750500.0,R2,2192.4,1875.0,3777.0,A - Average,A - Average,2.5,1880.0,CV - Conventional,87.5,3256.2333515420696,65662.0,East Boston
233741.92,A,4800.0,5639.0,6464.0,G - Good,G - Good,3.0,1996.0,CV - Conventional,62.39,2066.287280271469,32288.0,Roxbury
892700.0,R2,2640.8,6784.0,4725.0,G - Good,A - Average,2.0,1890.0,CV - Conventional,80.78,4096.876329671031,62717.0,Dorchester
501300.0,R1,1568.4,3483.0,2668.0,A - Average,A - Average,2.0,1935.0,CL - Colonial,66.52,6307.739125949775,70139.0,Roslindale
686600.0,R1,1483.0,5000.0,2598.0,G - Good,A - Average,2.0,1900.0,CL - Colonial,72.71,5810.767549223872,97540.0,Roslindale
589300.0,R1,1624.0,5169.0,2864.0,A - Average,A - Average,2.0,1938.0,CL - Colonial,71.6,7278.82502402289,114034.0,Mattapan
799700.0,R2,2670.0,5000.0,4446.0,G - Good,A - Average,2.0,1925.0,TF - Two Fam Stack,66.68,7073.129957530881,114034.0,Mattapan
828400.0,R3,3192.5,4369.0,4742.0,A - Average,A - Average,2.5,1910.0,CV - Conventional,49.69,3587.628474610684,51926.0,Dorchester
540200.0,R1,2480.8,2624.0,4327.0,A - Average,A - Average,2.0,1905.0,CL - Colonial,68.2,3424.2966379027707,64492.0,Roxbury
493000.0,R2,2884.0,4828.0,4082.0,G - Good,G - Good,3.0,2003.0,DX - Duplex,81.47,982.884691100586,89253.0,Mission Hill
460500.0,R1,979.2,2304.0,2008.0,A - Average,A - Average,1.5,1880.0,CL - Colonial,68.23,6357.909383300355,70139.0,Roslindale
795400.0,R1,1602.0,4106.0,2796.0,G - Good,G - Good,2.0,1910.0,CL - Colonial,70.37,5281.278915783976,79464.0,Roslindale
571700.0,R1,1064.0,2066.0,1694.0,G - Good,G - Good,2.0,1928.0,CL - Colonial,53.77,5358.153747404157,97540.0,Roslindale
489700.0,R1,2273.4,3700.0,3924.0,A - Average,A - Average,2.0,1910.0,CL - Colonial,64.88,6271.863019175974,85344.0,Dorchester
971200.0,R3,2946.0,3419.0,4231.0,G - Good,A - Average,3.0,1905.0,DK - Decker,64.21,6354.7385079925725,85344.0,Dorchester
1122700.0,R1,1959.0,5387.0,3321.0,G - Good,G - Good,2.0,1900.0,CL - Colonial,81.44,3488.440976315588,142885.0,Jamaica Plain
1202800.0,R2,3486.3,5400.0,5581.0,A - Average,A - Average,2.5,1920.0,CV - Conventional,84.62,4927.731756792221,114271.0,Brighton
990100.0,R3,4224.0,3750.0,6076.0,A - Average,A - Average,3.0,1905.0,DK - Decker,58.81,6557.167744623274,115906.0,Dorchester
687400.0,R2,2496.0,4464.0,4524.0,A - Average,A - Average,2.0,1923.0,CV - Conventional,79.26,5356.273571479317,107450.0,Jamaica Plain
586800.0,R3,2574.0,4212.0,4603.0,A - Average,A - Average,2.0,1920.0,CV - Conventional,59.55,7280.187502653494,94794.0,Mattapan
799200.0,R2,4106.4,4964.0,7198.0,A - Average,A - Average,2.0,1910.0,CV - Conventional,65.95,4533.012719079868,74160.0,Dorchester
883700.0,R3,3437.7,4450.0,5781.0,A - Average,A - Average,2.5,1900.0,CV - Conventional,88.26,7442.765620787489,114034.0,Mattapan
674500.0,R1,1326.0,5184.0,2368.0,A - Average,A - Average,2.0,1963.0,CL - Colonial,44.26,7447.669528824756,154528.0,West Roxbury
628700.0,R1,1152.0,5872.0,2214.0,G - Good,G - Good,2.0,1940.0,CL - Colonial,69.32,7333.180242857153,93452.0,Mattapan
531800.0,R1,1862.0,7899.0,3083.0,F - Fair,F - Fair,2.0,1900.0,CL - Colonial,73.47,3536.4436115874923,47691.0,Dorchester
5566500.0,R1,4211.0,1357.0,4464.0,E - Excellent,E - Excellent,4.0,1899.0,RM - Row Middle,80.51,405.657431088379,180313.0,Back Bay
631200.0,R2,3117.3,3471.0,4800.0,A - Average,A - Average,2.5,1900.0,CV - Conventional,79.66,2600.3700970161776,70341.0,Roxbury
854400.0,R3,3650.0,4500.0,5775.0,G - Good,A - Average,3.0,1935.0,CV - Conventional,70.64,2979.427093328286,70341.0,Roxbury
695900.0,R2,2656.0,5794.0,4176.0,A - Average,A - Average,2.0,1920.0,TF - Two Fam Stack,58.81,6630.784544017577,115906.0,Dorchester
891800.0,R2,1778.4,8681.0,3447.0,F - Fair,A - Average,2.0,1900.0,CV - Conventional,73.46,5846.68716847727,131206.0,Brighton
542600.0,R2,2667.6,2726.0,4496.0,A - Average,A - Average,2.0,1920.0,CV - Conventional,70.73,2692.994282167328,70341.0,Roxbury
720800.0,R2,2755.8,3805.0,5235.0,A - Average,A - Average,2.0,1900.0,CV - Conventional,79.66,2598.9399687522614,70341.0,Roxbury
7861516.000000009,CM,7534.999999999956,5876.0,9121.200000000012,A - Average,A - Average,7.0,1999.0,MR - Mid Rise,88.73,307.63581400982696,143125.0,Back Bay
630300.0,R1,1410.0,3950.0,2282.0,G - Good,A - Average,2.0,1935.0,CL - Colonial,74.01,7144.729332754217,114034.0,Mattapan
1544300.0,R3,2124.0,1600.0,2832.0,G - Good,G - Good,3.0,1900.0,RE - Row End,91.38,345.0131996480614,66042.0,Mission Hill
937100.0,R2,2323.8,1440.0,2688.0,A - Average,A - Average,3.0,1900.0,RM - Row Middle,91.38,333.917098775367,66042.0,Mission Hill
857900.0,R3,2910.4,4907.0,4620.0,A - Average,A - Average,2.5,1920.0,CV - Conventional,69.6,6190.018325689061,74679.0,Dorchester
467900.0,R1,2334.2,5010.0,3963.0,A - Average,A - Average,2.0,1918.0,CL - Colonial,64.85,6316.225925875895,85344.0,Dorchester
467700.0,R1,2444.8,5602.0,4150.0,A - Average,A - Average,2.0,1895.0,CL - Colonial,69.74,6260.196599289484,85344.0,Dorchester
560400.0,R1,1984.0,5000.0,3478.0,A - Average,A - Average,2.0,1920.0,CL - Colonial,64.85,6348.523586041777,85344.0,Dorchester
675600.0,R2,2201.2,5201.0,3706.0,A - Average,A - Average,2.0,1900.0,CV - Conventional,62.27,6228.720768220935,85344.0,Dorchester
1028400.0,R3,3838.4,6146.0,6847.0,A - Average,A - Average,2.0,1900.0,CV - Conventional,80.88,2781.1999030782126,58000.0,Roxbury
872900.0,R3,2937.0,2487.0,3916.0,A - Average,A - Average,3.0,1885.0,DK - Decker,82.22,2789.809312710204,58000.0,Roxbury
950900.0,R2,2820.4,8639.0,4816.0,A - Average,A - Average,2.0,1900.0,CV - Conventional,74.14,1885.5839591731683,75708.0,Roxbury
823500.0,R3,4188.0,3600.0,6088.0,A - Average,A - Average,3.0,1922.0,DK - Decker,69.69,6195.303085261155,74679.0,Dorchester
1716100.0,R3,3240.0,2436.0,4480.0,G - Good,A - Average,3.0,1905.0,DK - Decker,88.97,408.9026710523199,66042.0,Mission Hill
462200.0,R1,1412.4,1800.0,2508.0,A - Average,A - Average,2.0,1900.0,CL - Colonial,66.3,5776.4804970606265,62368.0,Dorchester
897800.0,R3,3723.0,3918.0,5744.0,A - Average,A - Average,3.0,1905.0,DK - Decker,87.68,6253.916645734949,62368.0,Dorchester
1134400.0,R3,3501.0,3236.0,5244.0,G - Good,G - Good,3.0,1890.0,DK - Decker,83.01,5560.158453144733,62368.0,Dorchester
759100.0,R2,2376.0,5514.0,3627.0,A - Average,A - Average,2.0,1929.0,TF - Two Fam Stack,69.75,7916.020259582093,93225.0,Hyde Park
631600.0,R1,1086.0,1242.0,1972.0,F - Fair,F - Fair,1.5,1900.0,CL - Colonial,82.62,2069.544145319919,84176.0,South Boston
843600.0,R1,1730.4,2800.0,3082.0,A - Average,A - Average,2.0,1900.0,CL - Colonial,79.89,1285.409352893932,34792.0,Jamaica Plain
677200.0,R1,2200.2,3322.0,3814.0,G - Good,A - Average,2.0,1885.0,CL - Colonial,67.87,6445.254322854834,112446.0,Dorchester
564700.0,R1,1400.0,6186.0,2270.0,A - Average,A - Average,2.0,1923.0,CL - Colonial,55.07,6637.131490836859,85344.0,Dorchester
912800.0,R3,3402.0,4700.0,5004.0,A - Average,A - Average,3.0,1905.0,DK - Decker,57.93,6609.443079244164,85344.0,Dorchester
509200.0,R1,1252.0,3656.0,1980.0,A - Average,A - Average,2.0,1987.0,RE - Row End,61.85,6373.062778209993,132719.0,Roslindale
984900.0,R2,3324.0,5310.0,5754.0,G - Good,A - Average,2.0,1900.0,CV - Conventional,74.51,6322.179716316461,66944.0,Dorchester
365300.0,R1,1916.0,3313.0,2924.0,G - Good,G - Good,2.5,1970.0,SD - Semi-Det,77.31,3864.9987022398623,44676.0,Dorchester
743100.0,R1,1422.9,5250.0,3140.0,G - Good,A - Average,1.5,1923.0,BW - Bungalow,54.36,6703.161769319855,154528.0,West Roxbury
338100.0,R1,811.0,4250.0,1658.0,F - Fair,F - Fair,1.0,1950.0,RN - Ranch,71.28,6599.468223457432,115906.0,Dorchester
880000.0,R3,3472.8,6162.0,5486.0,A - Average,A - Average,2.5,1900.0,CV - Conventional,62.11,4264.538438601636,62717.0,Dorchester
1157300.0,R2,2250.0,4285.0,3603.0,G - Good,G - Good,2.0,1920.0,TF - Two Fam Stack,75.38,1581.9986305322452,124500.0,Jamaica Plain
6014800.0,CM,4366.0,2576.0,4366.0,E - Excellent,A - Average,4.0,1900.0,RM - Row Middle,86.77,546.9079469570662,180313.0,Back Bay
539300.0,R1,1618.2,1480.0,2786.0,A - Average,A - Average,2.0,1870.0,CL - Colonial,78.39,5880.408717994412,66944.0,Dorchester
523200.0,R2,1791.0,2691.0,3351.0,A - Average,A - Average,2.0,1920.0,CV - Conventional,40.71,7204.388276258332,94794.0,Hyde Park
548000.0,R1,1575.0,8148.0,2851.0,A - Average,A - Average,1.5,1963.0,CP - Cape,53.53,7401.326151386628,94794.0,Hyde Park
623200.0,R2,2023.2,4369.0,3488.0,A - Average,A - Average,2.0,1920.0,CV - Conventional,75.65,8068.90909805318,85000.0,Hyde Park
870000.0,R2,2444.0,5688.0,3826.0,A - Average,A - Average,2.0,1910.0,TF - Two Fam Stack,82.56,6282.294121538332,112446.0,Dorchester
581600.0,R1,1084.6,2954.0,2198.0,A - Average,A - Average,1.5,1950.0,CP - Cape,64.75,5401.8398314745455,155192.0,Roslindale
559300.0,R1,1274.0,3528.0,1898.0,A - Average,A - Average,2.0,1963.0,CL - Colonial,65.41,6327.359911506317,132719.0,Roslindale
1050700.0,R3,4461.0,4590.0,6480.0,A - Average,A - Average,3.0,1905.0,DK - Decker,77.39,5830.292754829643,62368.0,Dorchester
425400.0,R1,978.6,2800.0,2185.0,A - Average,A - Average,1.0,1890.0,CV - Conventional,79.61,5128.768063654702,45321.0,Dorchester
6266900.0,CM,5449.0,2184.0,5449.0,A - Average,A - Average,5.0,1999.0,RM - Row Middle,81.72,432.8573889627735,159141.0,Back Bay
2252700.0,CM,3915.9,4240.0,3952.0,E - Excellent,G - Good,4.0,2002.0,FS - Free Standing,72.43,648.5684486517662,48022.0,Mission Hill
910700.0,R1,2330.8,7238.0,4012.0,A - Average,A - Average,2.0,1915.0,CL - Colonial,63.13,6792.96249609508,165000.0,West Roxbury
783700.0,R3,4095.2,3679.0,6531.0,A - Average,A - Average,2.5,1920.0,CV - Conventional,64.87,6374.1518260207085,85344.0,Dorchester
1249400.0,R2,3449.6,5525.0,5922.0,G - Good,G - Good,2.0,1940.0,CV - Conventional,67.53,5478.961135496581,131206.0,Brighton
978700.0,R2,3734.0,7410.0,5972.0,A - Average,A - Average,2.5,1900.0,CV - Conventional,80.69,4351.159560769141,62717.0,Dorchester
1588100.0,R3,3996.0,3856.0,6255.0,A - Average,A - Average,2.5,1905.0,CV - Conventional,83.96,2961.2629360014143,78778.0,Allston
1197600.0,R2,3780.0,8679.0,6253.0,G - Good,G - Good,2.5,2010.0,DX - Duplex,82.31,4946.755592935355,59757.0,Dorchester
1044300.0,R3,2868.0,2959.0,4128.0,G - Good,A - Average,3.0,1905.0,SD - Semi-Det,77.77,3714.744106667245,67594.0,Dorchester
1658700.0,R3,5187.0,5113.0,7723.0,A - Average,A - Average,3.0,1905.0,DK - Decker,87.74,3749.2005447345978,129732.0,Dorchester
814800.0,R1,1632.0,5000.0,2402.0,G - Good,G - Good,2.0,1920.0,CL - Colonial,72.79,6224.393627492723,154528.0,West Roxbury
507600.0,R2,1488.0,4500.0,2192.0,A - Average,A - Average,2.0,1900.0,TF - Two Fam Stack,78.29,5414.967075110277,62368.0,Dorchester
6392700.0,CM,5075.0,2988.0,5075.0,E - Excellent,A - Average,4.0,1999.0,RM - Row Middle,92.08,267.7934983877188,143125.0,Back Bay
647600.0,R1,1862.4,5236.0,3715.0,A - Average,A - Average,2.0,1945.0,CL - Colonial,39.67,7038.195339586369,154528.0,West Roxbury
1337800.0,R2,4226.4,6000.0,6946.0,A - Average,A - Average,2.0,1933.0,CV - Conventional,73.09,4492.565352541605,82125.0,Brighton
1133100.0,R2,3656.4,7384.0,6724.0,G - Good,G - Good,2.0,1919.0,CV - Conventional,82.69,6430.0172883036375,154464.0,West Roxbury
1178100.0,R3,3510.0,3780.0,5589.0,A - Average,A - Average,3.0,1905.0,DK - Decker,88.71,5300.1164496954125,107450.0,Jamaica Plain
7743700.0,CM,7534.999999999956,19602.0,9121.200000000012,E - Excellent,E - Excellent,3.0,2023.0,TH - Town House,68.56,5429.283832996415,107450.0,Roslindale
730200.0,R1,1680.0,5000.0,2848.0,G - Good,G - Good,2.0,1989.0,CL - Colonial,59.5,5788.920894187349,107450.0,Roslindale
984800.0,R3,4134.0,1653.0,5898.0,A - Average,A - Average,3.0,1900.0,SD - Semi-Det,82.3,3441.0875734915167,65662.0,East Boston
773600.0,R3,4311.0,4000.0,6531.0,A - Average,A - Average,3.0,1905.0,DK - Decker,60.22,2377.086496346001,32288.0,Roxbury
852900.0,R3,3297.45,2500.0,3988.0,G - Good,A - Average,2.0,1880.0,CV - Conventional,82.88,3369.8398836467327,65662.0,East Boston
914000.0,R2,3051.0,5250.0,4959.0,A - Average,A - Average,2.5,1910.0,CV - Conventional,88.42,3257.6547154309355,92426.0,Dorchester
1140800.0,R3,3625.0,1906.0,4884.0,A - Average,A - Average,3.0,1905.0,DK - Decker,84.88,3204.000363071403,92426.0,Dorchester
1042600.0,R1,2322.0,4851.0,3478.0,G - Good,G - Good,2.0,2016.0,CL - Colonial,77.59,5434.943348085284,107450.0,Jamaica Plain
558800.0,R1,1368.0,7873.0,2544.0,A - Average,A - Average,1.5,1950.0,CP - Cape,57.76,5651.2685141576985,107450.0,Roslindale
7861516.000000009,CM,7534.999999999956,26906.579999999958,9121.200000000012,A - Average,A - Average,17.0,1999.0,HR - High Rise,74.61,4376.044072742903,82125.0,Brighton
726800.0,R2,3211.2,6600.0,6042.0,A - Average,A - Average,2.0,1912.0,CV - Conventional,46.23,8309.887221871146,93225.0,Hyde Park
518700.0,R1,2655.2,3434.0,3368.0,G - Good,G - Good,2.5,2004.0,SD - Semi-Det,67.08,1987.1419834117407,32288.0,Roxbury
670600.0,R1,2604.0,3071.0,4561.0,A - Average,A - Average,2.0,1880.0,CV - Conventional,79.32,3442.2076734161387,65662.0,East Boston
713000.0,R2,2604.0,3006.0,4138.0,A - Average,A - Average,2.0,1900.0,TF - Two Fam Stack,94.12,5354.109871573438,107273.0,Dorchester
1007400.0,R1,2020.8,2500.0,3328.0,A - Average,A - Average,2.0,1880.0,SD - Semi-Det,80.09,1708.2143927635605,186174.0,South Boston
1026400.0,R3,3588.0,6271.0,5330.0,A - Average,A - Average,3.0,1905.0,DK - Decker,77.24,4653.150680490092,62717.0,Dorchester
1436900.0,R3,4236.0,2799.0,6422.0,A - Average,A - Average,3.0,1895.0,DK - Decker,85.44,5181.397372701365,114271.0,Brighton
493600.0,R1,1237.6,6742.0,2736.0,P - Poor,F - Fair,1.0,1925.0,BW - Bungalow,43.98,5830.083990663499,140000.0,West Roxbury
506700.0,R1,1927.2,3960.0,3460.0,A - Average,A - Average,2.0,1910.0,CL - Colonial,70.53,4640.305414604284,74160.0,Dorchester
391400.0,R2,3424.1,5367.0,5216.0,G - Good,G - Good,3.0,2003.0,DX - Duplex,87.07,1085.9104622028997,89253.0,Mission Hill
1118200.0,R3,4140.0,10050.0,6108.0,A - Average,A - Average,2.0,1920.0,CV - Conventional,71.46,6569.645318345758,115906.0,Dorchester
570000.0,R1,1542.0,5553.0,2288.0,A - Average,A - Average,2.0,1910.0,CL - Colonial,68.16,6463.193854389091,115906.0,Dorchester
515200.0,R1,1275.0,4371.0,1900.0,A - Average,A - Average,2.0,1960.0,CL - Colonial,51.09,7512.443539411963,93225.0,Hyde Park
920500.0,R1,1794.0,21600.0,3355.0,A - Average,A - Average,2.0,1920.0,CL - Colonial,67.3,6621.401879253098,154464.0,West Roxbury
790400.0,R1,1901.0,17970.0,3394.0,A - Average,A - Average,2.0,1940.0,CL - Colonial,61.65,6619.187914110105,132719.0,Roslindale
746400.0,R1,1500.0,6561.0,2522.0,A - Average,A - Average,2.0,1929.0,CL - Colonial,43.94,7143.200657841519,165000.0,West Roxbury
1921300.0,CM,2471.0,1295.0,2471.0,G - Good,A - Average,3.0,1986.0,SD - Semi-Det,62.59,1893.301933921404,186174.0,South Boston
596500.0,R2,1664.0,3520.0,2596.0,A - Average,A - Average,2.0,1925.0,TF - Two Fam Stack,56.83,5029.06210137801,79464.0,Roslindale
820600.0,R2,2302.0,9625.0,3701.0,A - Average,A - Average,2.0,1885.0,TF - Two Fam Stack,85.34,5942.239108550616,126250.0,Roslindale
843400.0,R1,1800.0,9920.0,2820.0,A - Average,A - Average,2.0,1930.0,CL - Colonial,55.45,6804.341256691697,147500.0,Roslindale
757000.0,R2,2432.0,7559.0,3759.0,A - Average,A - Average,2.0,1920.0,TF - Two Fam Stack,58.61,8003.771700066178,85000.0,Hyde Park
735600.0,R2,2678.0,5250.0,4241.0,A - Average,A - Average,2.0,1925.0,TF - Two Fam Stack,69.22,6935.156599600141,115906.0,Dorchester
1768500.0,R3,4453.0,4047.0,6510.0,A - Average,A - Average,3.0,1900.0,DK - Decker,77.29,576.1907377915984,48022.0,Mission Hill
1906900.0,R3,3993.0,2025.0,5329.0,G - Good,G - Good,3.0,1900.0,DK - Decker,78.46,541.0517605416188,48022.0,Mission Hill
841000.0,R3,3668.0,2269.0,5421.0,G - Good,A - Average,3.0,1890.0,SD - Semi-Det,70.37,2462.341654940076,70341.0,Roxbury
7861516.000000009,CM,7534.999999999956,26906.579999999958,9121.200000000012,A - Average,A - Average,2.0,1999.0,LR - Low Rise,71.5,2442.7211642317657,70341.0,Roxbury
510400.0,R1,1146.6,5416.0,2649.0,A - Average,A - Average,1.0,1948.0,CP - Cape,57.93,6598.414004891178,85344.0,Dorchester
963900.0,R1,2545.0,6000.0,4000.0,A - Average,A - Average,2.5,1885.0,CL - Colonial,66.21,4267.086608554651,89265.0,Dorchester
844100.0,R2,2794.4,4776.0,4870.0,A - Average,A - Average,2.0,1920.0,CV - Conventional,72.98,6506.723026890007,154464.0,West Roxbury
821400.0,R3,3193.8,6008.0,5378.0,A - Average,A - Average,2.5,1935.0,CV - Conventional,66.75,6375.629929915098,132719.0,Roslindale
883200.0,R1,1169.6,1298.0,1417.0,G - Good,A - Average,2.0,1890.0,RM - Row Middle,71.19,2103.315439758356,186174.0,South Boston
568700.0,R1,1935.0,2000.0,3143.0,G - Good,G - Good,2.0,1870.0,CL - Colonial,77.72,5334.627150291171,62368.0,Dorchester
604000.0,R1,1344.0,3825.0,1952.0,F - Fair,A - Average,2.0,1925.0,CL - Colonial,67.47,6596.458172640897,154464.0,West Roxbury
1232600.0,R2,3846.0,6890.0,6141.0,G - Good,G - Good,2.5,1927.0,CV - Conventional,78.16,5610.380509617676,107273.0,Dorchester
680200.0,R3,2430.0,3000.0,3515.0,A - Average,A - Average,2.0,1880.0,CV - Conventional,69.5,1554.8484973205664,32288.0,Roxbury
638500.0,R1,2154.2,3541.0,3545.0,A - Average,A - Average,2.0,1910.0,CL - Colonial,68.59,5793.981915540525,97540.0,Roslindale
679300.0,R1,1106.0,6030.0,2697.0,A - Average,A - Average,1.0,1965.0,RR - Raised Ranch,63.66,6551.705549610305,154464.0,West Roxbury
819100.0,R1,1694.0,6015.0,2748.0,A - Average,A - Average,2.0,1920.0,CL - Colonial,66.16,6118.9690559821765,154464.0,West Roxbury
663500.0,R2,3100.8,4000.0,5368.0,A - Average,A - Average,2.0,1900.0,CV - Conventional,88.81,6055.800084313967,126250.0,Roslindale
584400.0,R2,2411.8,3298.0,3931.0,A - Average,A - Average,2.0,1905.0,CV - Conventional,56.82,3690.966954971602,51926.0,Dorchester
1248500.0,R3,3114.0,3110.0,4488.0,A - Average,A - Average,3.0,1914.0,DK - Decker,76.4,3509.677296035889,142885.0,Jamaica Plain
1116000.0,R1,1767.5,3300.0,2670.0,G - Good,G - Good,2.0,1894.0,CL - Colonial,76.4,3525.695245673071,142885.0,Jamaica Plain
714900.0,R2,3892.0,6023.0,6058.0,A - Average,A - Average,2.0,1900.0,TF - Two Fam Stack,50.29,3170.144286334548,32288.0,Roxbury
1259400.0,CM,2328.0,4704.0,2328.0,E - Excellent,G - Good,2.0,1900.0,FS - Free Standing,76.38,6282.065713472162,132719.0,Roslindale
538200.0,R1,1972.7,2767.0,3267.0,A - Average,A - Average,2.5,1900.0,CL - Colonial,73.69,3111.111695392768,44963.0,Roxbury
1020500.0,R1,2248.0,5845.0,2946.0,G - Good,G - Good,2.0,1925.0,CL - Colonial,53.07,5691.806812151775,140000.0,West Roxbury
800700.0,R1,1981.0,6300.0,3618.0,A - Average,A - Average,2.0,1935.0,CL - Colonial,53.78,6884.187659422318,147500.0,Roslindale
604200.0,R1,1290.0,5641.0,2273.0,A - Average,A - Average,2.0,1883.0,CL - Colonial,69.41,6414.645340661373,132719.0,Roslindale
682400.0,R1,1462.0,9550.0,2460.0,A - Average,A - Average,2.0,1920.0,CL - Colonial,63.08,6538.684043638108,132719.0,Roslindale
1149400.0,R2,2626.0,3829.0,4330.0,A - Average,A - Average,2.0,1930.0,TF - Two Fam Stack,80.59,2923.574572417972,93326.0,Allston
