n_features,features,rows_train,rows_test,r2_log,rmse_log,r2_level,mae_level,alpha,error,balanced_holdout_score
6,"LU, LAND_SF, INT_COND, YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.8223925799676035,0.2555981022359367,0.7619445053173145,263753.09149886854,1.0,,
6,"INT_COND, RES_FLOOR, YR_BUILT, BLDG_TYPE, neighborhood_walkability, neighborhood_name",55188,13797,0.7892273115890863,0.2784416762660438,0.7615050653509547,272371.78763965616,1.0,,
5,"LAND_SF, YR_BUILT, BLDG_TYPE, neighborhood_walkability, neighborhood_name",55188,13797,0.7671554323217169,0.29265781595148516,0.7610710374340113,286910.1548954046,1.0,,
6,"LU, LAND_SF, OVERALL_COND, YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.8171088627052248,0.25937218605734064,0.7609515806232399,266087.52224259055,1.0,,
6,"LU, OVERALL_COND, RES_FLOOR, BLDG_TYPE, neighborhood_walkability, neighborhood_name",55188,13797,0.8183903743393015,0.25846188283994587,0.7608520045846465,267917.4960766269,1.0,,
6,"LU, LAND_SF, GROSS_AREA, OVERALL_COND, neighborhood_walkability, neighborhood_name",55188,13797,0.7689644570193314,0.2915187351820362,0.7607296725866758,291048.173580414,1.0,,
5,"LU, LAND_SF, INT_COND, neighborhood_walkability, neighborhood_name",55188,13797,0.8213213094140929,0.2563677859306593,0.7606561019171215,264823.43732827436,1.0,,
5,"LU, LAND_SF, OVERALL_COND, neighborhood_walkability, neighborhood_name",55188,13797,0.8165300244096709,0.25978230967637256,0.7604748732067717,266286.504877617,1.0,,
4,"LIVING_AREA, YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.7215770805473307,0.3200218000105163,0.7602228107968031,324363.5385340077,1.0,,
5,"LIVING_AREA, LAND_SF, YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.7212992588287911,0.3201814255873661,0.760213406703174,324543.5669227126,1.0,,
5,"LU, GROSS_AREA, OVERALL_COND, neighborhood_walkability, neighborhood_name",55188,13797,0.7693051982896097,0.2913036836041561,0.7601872993948615,290843.88300112094,1.0,,
6,"LU, LAND_SF, YR_BUILT, BLDG_TYPE, neighborhood_walkability, neighborhood_name",55188,13797,0.8093630212649101,0.2648077220577016,0.7595567537143615,271472.9212273579,1.0,,
6,"LU, LIVING_AREA, GROSS_AREA, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.7056625856445119,0.3290408416234331,0.7595161288157108,328396.5327641315,1.0,,
6,"LIVING_AREA, GROSS_AREA, RES_FLOOR, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.7056625590901184,0.3290408564660582,0.7595161165138173,328396.55528964184,1.0,,
6,"LIVING_AREA, GROSS_AREA, INT_COND, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.7056626414002121,0.32904081045868394,0.7595161014122994,328396.51526904036,1.0,,
6,"LIVING_AREA, GROSS_AREA, BLDG_TYPE, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.7056625508550034,0.32904086106909014,0.7595160737200974,328396.5722010995,1.0,,
6,"LIVING_AREA, GROSS_AREA, OVERALL_COND, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.7056625694414779,0.32904085068014766,0.7595160282466851,328396.573818003,1.0,,
5,"LIVING_AREA, GROSS_AREA, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.7056624968747598,0.3290408912414401,0.7595159839651145,328396.6158444755,1.0,,
5,"LU, LAND_SF, BLDG_TYPE, neighborhood_walkability, neighborhood_name",55188,13797,0.8088782139968289,0.26514422338026516,0.7591500781494758,271707.7436362962,1.0,,
5,"INT_COND, RES_FLOOR, BLDG_TYPE, neighborhood_walkability, neighborhood_name",55188,13797,0.7890013241454727,0.278590906855374,0.7578975843804255,273525.81672366033,1.0,,
5,"GROSS_AREA, INT_COND, BLDG_TYPE, neighborhood_walkability, neighborhood_name",55188,13797,0.7381102749290367,0.3103746922862146,0.7576603156581416,318085.1549399999,1.0,,
6,"LU, GROSS_AREA, OVERALL_COND, YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.7750527178940451,0.287652032643062,0.757262291785907,291694.7247117002,1.0,,
6,"LIVING_AREA, GROSS_AREA, OVERALL_COND, YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.7473074259618755,0.3048760519329336,0.7568730552022074,310901.3343732875,1.0,,
6,"LAND_SF, OVERALL_COND, RES_FLOOR, YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.7662642558474303,0.29321733230048935,0.7565328749236024,276169.06848005735,1.0,,
6,"INT_COND, OVERALL_COND, RES_FLOOR, BLDG_TYPE, neighborhood_walkability, neighborhood_name",55188,13797,0.7901687409598043,0.2778191417761089,0.7561734730118455,272775.1669351549,1.0,,
4,"GROSS_AREA, BLDG_TYPE, neighborhood_walkability, neighborhood_name",55188,13797,0.743765522322636,0.30700528732945714,0.7561119338178635,314712.5639158115,1.0,,
5,"LIVING_AREA, GROSS_AREA, OVERALL_COND, neighborhood_walkability, neighborhood_name",55188,13797,0.747012511332821,0.3050539087406889,0.7557642954354867,311483.4480449752,1.0,,
6,"LIVING_AREA, LAND_SF, GROSS_AREA, OVERALL_COND, neighborhood_walkability, neighborhood_name",55188,13797,0.7474645898616756,0.30478122729844725,0.7551842989351419,310984.10882657144,1.0,,
5,"LIVING_AREA, INT_COND, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.7432620946831976,0.30730672823796745,0.754552320242445,314502.7124186508,1.0,,
6,"OVERALL_COND, RES_FLOOR, YR_BUILT, BLDG_TYPE, neighborhood_walkability, neighborhood_name",55188,13797,0.7810907670161734,0.2837651854822221,0.7516446510684189,279600.78171203274,1.0,,
6,"LIVING_AREA, LAND_SF, RES_FLOOR, YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.7231839700244764,0.31909697711302754,0.7515327128096891,318825.78492893715,1.0,,
5,"LAND_SF, OVERALL_COND, BLDG_TYPE, neighborhood_walkability, neighborhood_name",55188,13797,0.7789860801465504,0.28512604219192944,0.7504773824984281,278426.2295327773,1.0,,
6,"GROSS_AREA, OVERALL_COND, RES_FLOOR, BLDG_TYPE, neighborhood_walkability, neighborhood_name",55188,13797,0.7515343964725462,0.30231535758037154,0.7504198827505393,309993.0476307194,1.0,,
5,"LU, LAND_SF, RES_FLOOR, neighborhood_walkability, neighborhood_name",55188,13797,0.809060799240039,0.2650175424002302,0.7497819194048285,271274.92375656654,1.0,,
3,"LIVING_AREA, neighborhood_walkability, neighborhood_name",55188,13797,0.7143723911893797,0.3241359222081177,0.7496664838549119,333940.6667044987,1.0,,
6,"LU, LAND_SF, RES_FLOOR, YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.8089493759542621,0.2650948571123056,0.7494405219085349,271398.8120658222,1.0,,
4,"LIVING_AREA, LAND_SF, neighborhood_walkability, neighborhood_name",55188,13797,0.7142300334847005,0.32421668733098014,0.749397500570909,333975.16124378185,1.0,,
6,"LIVING_AREA, LAND_SF, RES_FLOOR, neighborhood_walkability, median_hh_income, neighborhood_name",55188,13797,0.7313217831159322,0.3143715966592134,0.7492778087049224,322594.6252848932,1.0,,
6,"LU, LIVING_AREA, LAND_SF, neighborhood_walkability, median_hh_income, neighborhood_name",55188,13797,0.7312882636827991,0.314391206043997,0.7492287437969691,322612.49010572716,1.0,,
6,"LIVING_AREA, LAND_SF, BLDG_TYPE, neighborhood_walkability, median_hh_income, neighborhood_name",55188,13797,0.7312670112013041,0.31440363843953206,0.7492071904701809,322630.53186101926,1.0,,
6,"LIVING_AREA, GROSS_AREA, INT_COND, OVERALL_COND, neighborhood_walkability, neighborhood_name",55188,13797,0.7305966106442882,0.3147955610771897,0.7492046276000459,320490.9848453612,1.0,,
6,"LIVING_AREA, LAND_SF, INT_COND, neighborhood_walkability, median_hh_income, neighborhood_name",55188,13797,0.7313507147631162,0.31435467021633645,0.7491987446053685,322586.5900100321,1.0,,
6,"LIVING_AREA, LAND_SF, OVERALL_COND, neighborhood_walkability, median_hh_income, neighborhood_name",55188,13797,0.7312730897516091,0.3144000826253612,0.7491466891139179,322636.04401515075,1.0,,
5,"LIVING_AREA, LAND_SF, neighborhood_walkability, median_hh_income, neighborhood_name",55188,13797,0.7312020163868569,0.3144416564194276,0.7491208614146716,322675.6525290613,1.0,,
6,"LU, LIVING_AREA, RES_FLOOR, neighborhood_walkability, median_hh_income, neighborhood_name",55188,13797,0.7307169914243969,0.31472522126156616,0.7490797995969304,323089.2192420474,1.0,,
6,"LIVING_AREA, RES_FLOOR, BLDG_TYPE, neighborhood_walkability, median_hh_income, neighborhood_name",55188,13797,0.7307076117772393,0.3147307024574223,0.7490764777280507,323097.4523651557,1.0,,
6,"LIVING_AREA, INT_COND, RES_FLOOR, neighborhood_walkability, median_hh_income, neighborhood_name",55188,13797,0.730776531968582,0.3146904252545963,0.7490674863255036,323058.8605556456,1.0,,
6,"LIVING_AREA, OVERALL_COND, RES_FLOOR, neighborhood_walkability, median_hh_income, neighborhood_name",55188,13797,0.7307086907473013,0.31473007194322933,0.7490238555811175,323103.3552962126,1.0,,
5,"LIVING_AREA, RES_FLOOR, neighborhood_walkability, median_hh_income, neighborhood_name",55188,13797,0.7306480958732826,0.3147654796145924,0.74900358508172,323137.69369623665,1.0,,
6,"LU, LIVING_AREA, BLDG_TYPE, neighborhood_walkability, median_hh_income, neighborhood_name",55188,13797,0.7306527391676104,0.31476276651874535,0.7490004062997078,323135.18575366883,1.0,,
6,"LU, LIVING_AREA, INT_COND, neighborhood_walkability, median_hh_income, neighborhood_name",55188,13797,0.7307216702136146,0.31472248707611594,0.748991122114111,323096.83387477684,1.0,,
6,"LIVING_AREA, INT_COND, BLDG_TYPE, neighborhood_walkability, median_hh_income, neighborhood_name",55188,13797,0.7307122586495536,0.3147279869709085,0.7489881834974499,323104.81700973824,1.0,,
6,"LU, LIVING_AREA, OVERALL_COND, neighborhood_walkability, median_hh_income, neighborhood_name",55188,13797,0.7306538424512182,0.3147621218621871,0.7489474113396839,323141.38712715864,1.0,,
6,"LIVING_AREA, OVERALL_COND, BLDG_TYPE, neighborhood_walkability, median_hh_income, neighborhood_name",55188,13797,0.7306444221630598,0.3147676261619151,0.7489445850738345,323149.2448424538,1.0,,
6,"LIVING_AREA, INT_COND, OVERALL_COND, neighborhood_walkability, median_hh_income, neighborhood_name",55188,13797,0.73071325831404,0.314727402795257,0.748935046205307,323111.0499703012,1.0,,
5,"LU, LIVING_AREA, neighborhood_walkability, median_hh_income, neighborhood_name",55188,13797,0.7305932172661391,0.3147975436376489,0.7489274164028654,323175.49623919744,1.0,,
5,"LIVING_AREA, BLDG_TYPE, neighborhood_walkability, median_hh_income, neighborhood_name",55188,13797,0.7305838551805555,0.31480301331423155,0.7489242521108025,323183.55014913395,1.0,,
5,"LIVING_AREA, INT_COND, neighborhood_walkability, median_hh_income, neighborhood_name",55188,13797,0.7306526978043477,0.3147627906875719,0.7489150414684329,323145.22499767167,1.0,,
5,"LIVING_AREA, OVERALL_COND, neighborhood_walkability, median_hh_income, neighborhood_name",55188,13797,0.7305849084712651,0.3148023979475957,0.7488715181545331,323189.61552120006,1.0,,
4,"LIVING_AREA, neighborhood_walkability, median_hh_income, neighborhood_name",55188,13797,0.7305243779709998,0.3148377598798965,0.748851365022984,323223.80833881296,1.0,,
5,"LIVING_AREA, RES_FLOOR, YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.7191232207610512,0.32142895057770465,0.7486547044934577,321390.4169980816,1.0,,
6,"LU, INT_COND, OVERALL_COND, BLDG_TYPE, neighborhood_walkability, neighborhood_name",55188,13797,0.8142991842961959,0.26135690455844784,0.7480245847103467,271460.2979465423,1.0,,
6,"LIVING_AREA, INT_COND, RES_FLOOR, YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.7310679351580918,0.3145200711954271,0.7480162983506545,316708.2333786888,1.0,,
6,"LAND_SF, GROSS_AREA, OVERALL_COND, BLDG_TYPE, neighborhood_walkability, neighborhood_name",55188,13797,0.7278565794307659,0.31639236272931553,0.7476816918010811,326525.4417057556,1.0,,
4,"LAND_SF, BLDG_TYPE, neighborhood_walkability, neighborhood_name",55188,13797,0.761584422846284,0.2961381682059141,0.7468540955073129,292181.67360590154,1.0,,
6,"GROSS_AREA, INT_COND, OVERALL_COND, BLDG_TYPE, neighborhood_walkability, neighborhood_name",55188,13797,0.7302901674262461,0.3149745483350546,0.7466389296936347,324914.9033096519,1.0,,
5,"LAND_SF, RES_FLOOR, YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.7509077118830347,0.302696370205249,0.7451281447165161,289213.575871309,1.0,,
6,"LIVING_AREA, OVERALL_COND, RES_FLOOR, YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.7310248130851534,0.3145452861392459,0.7449237052169718,317604.6966588639,1.0,,
4,"LU, GROSS_AREA, neighborhood_walkability, neighborhood_name",55188,13797,0.7126444220441754,0.325114910757509,0.7443160447120043,318109.97318326187,1.0,,
5,"OVERALL_COND, RES_FLOOR, BLDG_TYPE, neighborhood_walkability, neighborhood_name",55188,13797,0.7794849292346455,0.28480408234368243,0.7439335343975552,281837.54070922814,1.0,,
5,"LU, LAND_SF, GROSS_AREA, neighborhood_walkability, neighborhood_name",55188,13797,0.7151405595881226,0.3236997623279874,0.7437976174842098,317024.93870861974,1.0,,
5,"RES_FLOOR, YR_BUILT, BLDG_TYPE, neighborhood_walkability, neighborhood_name",55188,13797,0.7648174511221407,0.29412342769274236,0.7435073309791924,292290.18282993865,1.0,,
5,"LAND_SF, OVERALL_COND, RES_FLOOR, neighborhood_walkability, neighborhood_name",55188,13797,0.7631641712258188,0.2951554276306572,0.7428788279789937,279619.34641862626,1.0,,
6,"LU, INT_COND, YR_BUILT, BLDG_TYPE, neighborhood_walkability, neighborhood_name",55188,13797,0.8088875915065765,0.26513771856704865,0.7412657156450511,275946.26326651184,1.0,,
5,"LU, INT_COND, BLDG_TYPE, neighborhood_walkability, neighborhood_name",55188,13797,0.8090697669251212,0.26501131889621005,0.7410641766542325,275898.8156061017,1.0,,
6,"LU, LAND_SF, GROSS_AREA, YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.7189422114073405,0.3215325053750816,0.7409791065249494,318151.0671458413,1.0,,
5,"LU, GROSS_AREA, YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.7192614432239781,0.321349851535359,0.7409525743725525,318331.4747152157,1.0,,
5,"GROSS_AREA, OVERALL_COND, BLDG_TYPE, neighborhood_walkability, neighborhood_name",55188,13797,0.724504084752202,0.31833519312034536,0.7404421768215919,329001.94616367365,1.0,,
6,"LU, RES_FLOOR, YR_BUILT, BLDG_TYPE, neighborhood_walkability, neighborhood_name",55188,13797,0.7945660569631073,0.27489267857088184,0.7395469007808835,285579.13121521485,1.0,,
4,"RES_FLOOR, BLDG_TYPE, neighborhood_walkability, neighborhood_name",55188,13797,0.7629704582727581,0.29527610984189506,0.7392817329772251,294053.805045874,1.0,,
6,"LU, OVERALL_COND, YR_BUILT, BLDG_TYPE, neighborhood_walkability, neighborhood_name",55188,13797,0.8058884274990357,0.2672100486093289,0.7391567803314021,278406.9524352348,1.0,,
5,"LIVING_AREA, INT_COND, RES_FLOOR, neighborhood_walkability, neighborhood_name",55188,13797,0.7277702674702522,0.3164425316441923,0.7383096526729361,323392.6629524835,1.0,,
5,"LU, RES_FLOOR, BLDG_TYPE, neighborhood_walkability, neighborhood_name",55188,13797,0.7945749437223913,0.27488673278741743,0.7382150266111096,285766.5262150106,1.0,,
5,"LIVING_AREA, LAND_SF, RES_FLOOR, neighborhood_walkability, neighborhood_name",55188,13797,0.7184224208030405,0.3218296904749393,0.7381164452362348,329436.5478691496,1.0,,
5,"LU, OVERALL_COND, BLDG_TYPE, neighborhood_walkability, neighborhood_name",55188,13797,0.8057222047649671,0.2673244335468782,0.737528288594625,278864.21557108726,1.0,,
4,"LAND_SF, RES_FLOOR, neighborhood_walkability, neighborhood_name",55188,13797,0.7469039987998196,0.3051193242750531,0.7360285611134398,291295.80487793434,1.0,,
4,"LIVING_AREA, RES_FLOOR, neighborhood_walkability, neighborhood_name",55188,13797,0.714314881799905,0.32416855196834826,0.7347465865589873,332363.40376165253,1.0,,
6,"LU, GROSS_AREA, OVERALL_COND, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.7359222244606787,0.31166856303226564,0.73385780577621,320016.09326223645,1.0,,
5,"LIVING_AREA, OVERALL_COND, RES_FLOOR, neighborhood_walkability, neighborhood_name",55188,13797,0.726948253644403,0.3169199300303691,0.7310035101826562,325748.82624160056,1.0,,
6,"LIVING_AREA, INT_COND, OVERALL_COND, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.727921127065748,0.316354839151125,0.7302454080478187,327666.46216992853,1.0,,
6,"LIVING_AREA, LAND_SF, GROSS_AREA, YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.6692245249390381,0.34881385188763037,0.7292856828397958,350789.65554058325,1.0,,
6,"LIVING_AREA, GROSS_AREA, RES_FLOOR, YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.6682115033561059,0.349347576206008,0.7288288067431987,351656.1202877518,1.0,,
6,"LIVING_AREA, GROSS_AREA, YR_BUILT, BLDG_TYPE, neighborhood_walkability, neighborhood_name",55188,13797,0.6681946446431146,0.3493564515524539,0.7287764521090323,351675.69915055495,1.0,,
6,"LU, LIVING_AREA, GROSS_AREA, YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.6681843616057996,0.34936186499370253,0.7287596166511257,351679.98740930273,1.0,,
5,"LIVING_AREA, GROSS_AREA, YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.6681452128776046,0.3493824738314408,0.7286966574726182,351716.41878348385,1.0,,
6,"LIVING_AREA, LAND_SF, GROSS_AREA, RES_FLOOR, neighborhood_walkability, neighborhood_name",55188,13797,0.6692455592525852,0.34880276101613344,0.7273339575337042,352151.13821381907,1.0,,
6,"LIVING_AREA, LAND_SF, GROSS_AREA, BLDG_TYPE, neighborhood_walkability, neighborhood_name",55188,13797,0.6692246029307245,0.348813810765201,0.7272886815856845,352170.7885105337,1.0,,
6,"LU, LIVING_AREA, LAND_SF, GROSS_AREA, neighborhood_walkability, neighborhood_name",55188,13797,0.6692129615073033,0.3488199488479826,0.727275106967045,352174.79373452085,1.0,,
5,"LIVING_AREA, LAND_SF, GROSS_AREA, neighborhood_walkability, neighborhood_name",55188,13797,0.6691755738953296,0.348839661192921,0.7272185505514734,352206.6888231197,1.0,,
5,"LIVING_AREA, GROSS_AREA, RES_FLOOR, neighborhood_walkability, neighborhood_name",55188,13797,0.6680084594570753,0.34945445460273283,0.7261878939487743,353578.51278065296,1.0,,
5,"LIVING_AREA, GROSS_AREA, BLDG_TYPE, neighborhood_walkability, neighborhood_name",55188,13797,0.6679924738126419,0.34946286774995317,0.7261463351543864,353592.5083548481,1.0,,
5,"LU, LIVING_AREA, GROSS_AREA, neighborhood_walkability, neighborhood_name",55188,13797,0.6679828465943023,0.349467934398561,0.7261328293227467,353595.4615416448,1.0,,
4,"LIVING_AREA, GROSS_AREA, neighborhood_walkability, neighborhood_name",55188,13797,0.6679524792649889,0.34948391574935805,0.7260886446791828,353620.42957742093,1.0,,
6,"LU, GROSS_AREA, RES_FLOOR, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.7262399498427123,0.31733071335037166,0.7238679980768887,318410.93939772854,1.0,,
5,"INT_COND, YR_BUILT, BLDG_TYPE, neighborhood_walkability, neighborhood_name",55188,13797,0.7584796638137412,0.2980601559803821,0.7232308441225501,295271.97891023074,1.0,,
6,"INT_COND, OVERALL_COND, YR_BUILT, BLDG_TYPE, neighborhood_walkability, neighborhood_name",55188,13797,0.759741917381766,0.297280262332737,0.7223496280780273,294405.9052602453,1.0,,
6,"LAND_SF, GROSS_AREA, YR_BUILT, BLDG_TYPE, neighborhood_walkability, neighborhood_name",55188,13797,0.6790367205311567,0.3436012590401167,0.721205414870435,352786.3528621144,1.0,,
5,"GROSS_AREA, YR_BUILT, BLDG_TYPE, neighborhood_walkability, neighborhood_name",55188,13797,0.6798354081796039,0.3431734826628608,0.7203054810365019,352435.2962760768,1.0,,
4,"LU, LAND_SF, neighborhood_walkability, neighborhood_name",55188,13797,0.7885577839333859,0.2788835660401434,0.7201239600795372,288999.939018804,1.0,,
5,"LU, LAND_SF, YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.7893466198185719,0.27836285892470547,0.7199899281585201,288873.47503496154,1.0,,
6,"LU, INT_COND, OVERALL_COND, RES_FLOOR, neighborhood_walkability, neighborhood_name",55188,13797,0.7994275319634148,0.2716206169861149,0.7193247672858215,279923.2238778531,1.0,,
6,"GROSS_AREA, INT_COND, RES_FLOOR, YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.7391359076368743,0.30976633944737153,0.7175430633818137,323169.723593328,1.0,,
6,"LAND_SF, INT_COND, OVERALL_COND, YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.7014272662901814,0.331399725519143,0.7158107035473239,324956.0111843741,1.0,,
4,"INT_COND, BLDG_TYPE, neighborhood_walkability, neighborhood_name",55188,13797,0.7570218235514206,0.2989583626633449,0.7157529663373523,298017.1062447373,1.0,,
6,"LIVING_AREA, LAND_SF, YR_BUILT, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6707366948542315,0.34801562155627,0.7135569844018086,350635.062812236,1.0,,
5,"INT_COND, OVERALL_COND, BLDG_TYPE, neighborhood_walkability, neighborhood_name",55188,13797,0.7579365469862033,0.29839509792287144,0.7130776590342929,297329.4464205714,1.0,,
6,"LU, INT_COND, RES_FLOOR, YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.7941384670336324,0.27517861048719267,0.7130409528774505,283853.3936729047,1.0,,
6,"LU, LIVING_AREA, YR_BUILT, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6679478531359739,0.3494863502684416,0.712698894715343,353984.09064383287,1.0,,
6,"LIVING_AREA, YR_BUILT, BLDG_TYPE, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6678914554423827,0.3495160284190405,0.7126114254559467,354042.94584165374,1.0,,
6,"LIVING_AREA, RES_FLOOR, YR_BUILT, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.667883690076943,0.34952011458885907,0.7125822480779446,354056.3528756496,1.0,,
6,"LIVING_AREA, INT_COND, YR_BUILT, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6679860243826321,0.34946626198831127,0.712561514035567,354009.77056279633,1.0,,
6,"LIVING_AREA, OVERALL_COND, YR_BUILT, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6678863363185057,0.3495187221301496,0.7124882501206802,354076.04615130025,1.0,,
5,"LIVING_AREA, YR_BUILT, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6677809240387778,0.3495741860364558,0.7124583543225823,354126.808695534,1.0,,
5,"LU, INT_COND, RES_FLOOR, neighborhood_walkability, neighborhood_name",55188,13797,0.7944181932224437,0.2749915895584597,0.7124461734278973,284264.264817081,1.0,,
6,"GROSS_AREA, INT_COND, OVERALL_COND, RES_FLOOR, neighborhood_walkability, neighborhood_name",55188,13797,0.7475946947725118,0.3047027063436642,0.7119610409782253,323113.7612430546,1.0,,
6,"LU, OVERALL_COND, RES_FLOOR, YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.7922066192910955,0.2764667623305237,0.7116549507947881,285735.32761911454,1.0,,
5,"LU, YR_BUILT, BLDG_TYPE, neighborhood_walkability, neighborhood_name",55188,13797,0.7791303048746205,0.2850329961593708,0.7115473010806661,298898.89677300956,1.0,,
6,"LIVING_AREA, LAND_SF, OVERALL_COND, YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.7099816981883846,0.32661774399572596,0.7111750917381595,339908.7328202815,1.0,,
4,"LU, BLDG_TYPE, neighborhood_walkability, neighborhood_name",55188,13797,0.7786271368219696,0.2853574813918899,0.7110741154206776,299272.70343628136,1.0,,
5,"LAND_SF, INT_COND, YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.6979166688763758,0.3333423194341838,0.7108962107283224,325115.29467707674,1.0,,
5,"LIVING_AREA, OVERALL_COND, YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.7092646155528111,0.3270212828675718,0.7095079676281872,340299.13526477263,1.0,,
5,"LU, OVERALL_COND, RES_FLOOR, neighborhood_walkability, neighborhood_name",55188,13797,0.7919907123145532,0.276610355945389,0.7092025661984662,286481.2027286625,1.0,,
5,"OVERALL_COND, YR_BUILT, BLDG_TYPE, neighborhood_walkability, neighborhood_name",55188,13797,0.7467802251006295,0.30519392271039586,0.7071586031966632,303850.89875622455,1.0,,
6,"LAND_SF, GROSS_AREA, INT_COND, RES_FLOOR, neighborhood_walkability, neighborhood_name",55188,13797,0.7390194048173633,0.30983550309342606,0.7053946983848212,328722.8734112541,1.0,,
4,"YR_BUILT, BLDG_TYPE, neighborhood_walkability, neighborhood_name",55188,13797,0.7293938463686137,0.3154974883978862,0.6995082771809973,316934.6429595749,1.0,,
5,"INT_COND, RES_FLOOR, YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.7333516855081953,0.3131817838880357,0.6994391108232327,297490.93354021036,1.0,,
6,"INT_COND, OVERALL_COND, RES_FLOOR, YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.7340522468995059,0.3127701042474882,0.6979474172853366,297335.2397941508,1.0,,
6,"LU, GROSS_AREA, INT_COND, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.7088173581678541,0.32727272538793356,0.6966757054746988,339517.43841063516,1.0,,
4,"LIVING_AREA, OVERALL_COND, neighborhood_walkability, neighborhood_name",55188,13797,0.7039049131755479,0.33002183342473396,0.6951201638414541,346745.47027282114,1.0,,
5,"GROSS_AREA, INT_COND, RES_FLOOR, neighborhood_walkability, neighborhood_name",55188,13797,0.7305713656038066,0.3148103100388437,0.6950143854047406,334858.91079626145,1.0,,
4,"LAND_SF, INT_COND, neighborhood_walkability, neighborhood_name",55188,13797,0.6955381431147389,0.334652071788803,0.6938430740278393,329229.191160459,1.0,,
5,"LAND_SF, INT_COND, OVERALL_COND, neighborhood_walkability, neighborhood_name",55188,13797,0.6965104278378826,0.3341172966201637,0.6935888435211072,328948.1883709656,1.0,,
4,"OVERALL_COND, BLDG_TYPE, neighborhood_walkability, neighborhood_name",55188,13797,0.7431205357898266,0.3073914372050628,0.6934308460489514,308608.0723586893,1.0,,
6,"LU, INT_COND, OVERALL_COND, YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.7825305114225873,0.28283049831017404,0.6923437620598218,294465.8632162843,1.0,,
5,"LU, INT_COND, OVERALL_COND, neighborhood_walkability, neighborhood_name",55188,13797,0.7824787639088547,0.2828641464891393,0.690356154442842,295062.86002647626,1.0,,
6,"LAND_SF, GROSS_AREA, RES_FLOOR, YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.7098381089978049,0.3266985888487769,0.6899058396169699,341739.24792971084,1.0,,
3,"BLDG_TYPE, neighborhood_walkability, neighborhood_name",55188,13797,0.7249046143624348,0.31810370321449294,0.6894925178130611,321280.2142346974,1.0,,
5,"LAND_SF, OVERALL_COND, YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.6726684145805479,0.3469932519982224,0.6888432885550511,337691.6848552868,1.0,,
