n_features,features,rows_train,rows_test,r2_log,rmse_log,r2_level,mae_level,alpha,error,balanced_holdout_score
5,"GROSS_AREA, RES_FLOOR, YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.7050163429288403,0.32940186208367944,0.6859704035704007,344654.21100616053,1.0,,
4,"INT_COND, RES_FLOOR, neighborhood_walkability, neighborhood_name",55188,13797,0.7300608984148867,0.31510839322055284,0.6853923953533092,300057.2438775562,1.0,,
5,"INT_COND, OVERALL_COND, RES_FLOOR, neighborhood_walkability, neighborhood_name",55188,13797,0.7307427083291549,0.31471019255286026,0.6836147480967998,300267.18399324565,1.0,,
5,"LU, INT_COND, YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.7764045083658051,0.28678642712536506,0.6823252252464072,300204.77034972166,1.0,,
5,"OVERALL_COND, RES_FLOOR, YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.7190381512332694,0.32147762270185554,0.6822243724247399,306295.0113496402,1.0,,
6,"LU, LIVING_AREA, LAND_SF, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6597678808703202,0.3537648890145235,0.6813266467252208,370314.6649633505,1.0,,
6,"LIVING_AREA, LAND_SF, BLDG_TYPE, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6596787629955485,0.3538112172550148,0.6812345696121402,370372.7152386789,1.0,,
6,"LIVING_AREA, LAND_SF, RES_FLOOR, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6596764540158395,0.35381241750561176,0.6811852960664104,370390.61922132823,1.0,,
5,"LIVING_AREA, LAND_SF, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6595448448973027,0.3538808236443348,0.6811209545882799,370433.70989526424,1.0,,
6,"LIVING_AREA, LAND_SF, INT_COND, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6598003474986569,0.35374800961581376,0.6811189197235995,370358.9420120178,1.0,,
6,"LIVING_AREA, LAND_SF, OVERALL_COND, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6596627815588233,0.3538195246196242,0.6810842465383604,370405.82553335367,1.0,,
4,"LU, INT_COND, neighborhood_walkability, neighborhood_name",55188,13797,0.7763686977123615,0.28680939180614956,0.6810208380892262,300695.11836166383,1.0,,
4,"LAND_SF, YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.6538238384112681,0.3568417423219874,0.680685053935275,349878.1373741631,1.0,,
5,"LU, OVERALL_COND, YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.7732988244305533,0.2887712536082365,0.6796430006287274,302795.5246783786,1.0,,
5,"LIVING_AREA, BLDG_TYPE, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6559345524678002,0.35575220674401725,0.6779842744037741,375146.4591483391,1.0,,
5,"LIVING_AREA, RES_FLOOR, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6559062682649203,0.35576682890511896,0.6779269320313559,375181.8399974268,1.0,,
4,"LIVING_AREA, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6557862022892909,0.35582889304912807,0.6778733602444869,375187.20467741025,1.0,,
5,"LIVING_AREA, OVERALL_COND, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6559180436312397,0.355760741435064,0.6778063083139221,375186.9438062307,1.0,,
4,"LU, RES_FLOOR, neighborhood_walkability, neighborhood_name",55188,13797,0.7672371217827947,0.292606474499298,0.6773545272802423,305010.5943023277,1.0,,
4,"LU, OVERALL_COND, neighborhood_walkability, neighborhood_name",55188,13797,0.7732618339592687,0.2887948118210262,0.6772705993546205,303259.7311596757,1.0,,
5,"LU, RES_FLOOR, YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.7670679321874855,0.29271279939630307,0.6761100250700278,305170.29858066345,1.0,,
6,"GROSS_AREA, OVERALL_COND, RES_FLOOR, YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.7157658665370015,0.32334428365200535,0.6752491754119349,342605.2976718252,1.0,,
4,"RES_FLOOR, YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.7033208323762994,0.33034717561809507,0.6700439940647214,318640.9873668753,1.0,,
6,"GROSS_AREA, RES_FLOOR, BLDG_TYPE, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6911719048580836,0.33704312549902576,0.6693937741777152,351799.8380781128,1.0,,
6,"GROSS_AREA, RES_FLOOR, YR_BUILT, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6804006345298022,0.3428704254450338,0.6667561203314356,349205.8460577486,1.0,,
5,"GROSS_AREA, INT_COND, YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.6844222787780547,0.34070635950555034,0.6644248977032117,363449.02330784977,1.0,,
6,"LAND_SF, GROSS_AREA, INT_COND, YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.6841041228522974,0.3408780611702465,0.6641239307735755,363654.02900186967,1.0,,
4,"OVERALL_COND, RES_FLOOR, neighborhood_walkability, neighborhood_name",55188,13797,0.7125163228598677,0.32518736857230796,0.6628153880386373,310197.02396710624,1.0,,
4,"LAND_SF, OVERALL_COND, neighborhood_walkability, neighborhood_name",55188,13797,0.6665717160870841,0.35020979665060714,0.6627579108881281,344334.1809856418,1.0,,
3,"LAND_SF, neighborhood_walkability, neighborhood_name",55188,13797,0.6460997898068387,0.3608007921785126,0.660746603788442,354315.9454958673,1.0,,
5,"LAND_SF, GROSS_AREA, RES_FLOOR, neighborhood_walkability, neighborhood_name",55188,13797,0.6973114260532858,0.33367608841544727,0.6568350523007275,359259.25729371567,1.0,,
3,"RES_FLOOR, neighborhood_walkability, neighborhood_name",55188,13797,0.6954021728476699,0.3347267899372199,0.6565630591731821,320989.58299190254,1.0,,
6,"GROSS_AREA, INT_COND, OVERALL_COND, YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.675261728918618,0.3456159758323574,0.6555299775319204,369710.17785425053,1.0,,
4,"GROSS_AREA, RES_FLOOR, neighborhood_walkability, neighborhood_name",55188,13797,0.689855813828975,0.3377605276063923,0.6494305194978411,363976.3345774709,1.0,,
6,"LAND_SF, GROSS_AREA, OVERALL_COND, RES_FLOOR, neighborhood_walkability, neighborhood_name",55188,13797,0.7097309804822473,0.32675889226237775,0.6473685622466993,352646.61822682776,1.0,,
6,"LU, RES_FLOOR, BLDG_TYPE, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.7011071353262941,0.3315773420241563,0.6447401832724599,342387.5610605082,1.0,,
6,"GROSS_AREA, YR_BUILT, neighborhood_walkability, emp_dist_m, median_hh_income, neighborhood_name",55188,13797,0.6696003093408192,0.34861565694208985,0.6420804458557572,365291.6452900655,1.0,,
5,"GROSS_AREA, OVERALL_COND, YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.6643416989750812,0.3513789721655718,0.6399833841261658,380106.34550317447,1.0,,
6,"GROSS_AREA, OVERALL_COND, BLDG_TYPE, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6812638248261136,0.3424070914023768,0.6391479857617175,364148.9874483827,1.0,,
6,"LAND_SF, GROSS_AREA, OVERALL_COND, YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.6633333555658854,0.3519063611418395,0.638773983763287,380745.40131867205,1.0,,
5,"GROSS_AREA, OVERALL_COND, RES_FLOOR, neighborhood_walkability, neighborhood_name",55188,13797,0.7023099401453767,0.3309095026121349,0.6387653836163965,357196.9635981908,1.0,,
4,"LU, YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.7434229439720215,0.30721044753258897,0.638170731718164,324191.8272004202,1.0,,
3,"LU, neighborhood_walkability, neighborhood_name",55188,13797,0.7429400703284046,0.30749939405983007,0.6377767601185281,324456.64407704305,1.0,,
6,"LAND_SF, GROSS_AREA, RES_FLOOR, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6791010991288187,0.3435667976578179,0.6355015301224434,359650.5702949145,1.0,,
6,"GROSS_AREA, INT_COND, RES_FLOOR, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6874315915985627,0.33907799993312193,0.6342788705007989,359055.1866690116,1.0,,
6,"GROSS_AREA, INT_COND, BLDG_TYPE, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.673947786323287,0.34631447853391933,0.630118000119733,374075.5695477331,1.0,,
5,"LAND_SF, GROSS_AREA, INT_COND, neighborhood_walkability, neighborhood_name",55188,13797,0.6701417273637227,0.3483299057864409,0.6299026496365446,378965.2162479502,1.0,,
6,"LU, LAND_SF, INT_COND, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.7311297655061282,0.3144839133587482,0.6286116793023555,334430.67457816924,1.0,,
4,"GROSS_AREA, INT_COND, neighborhood_walkability, neighborhood_name",55188,13797,0.6689725862996423,0.3489466654826786,0.6281779562614425,379682.05238785135,1.0,,
5,"LU, RES_FLOOR, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6950274729732496,0.3349326081125429,0.628131260870975,346294.59017891745,1.0,,
5,"INT_COND, OVERALL_COND, YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.6406751635975524,0.3635554758811979,0.624718835444547,355534.0782874159,1.0,,
4,"INT_COND, YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.6390742966032394,0.3643644335510145,0.6228249701530231,356491.3977179555,1.0,,
6,"GROSS_AREA, OVERALL_COND, RES_FLOOR, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6785787000582832,0.34384633428155126,0.6202192340659504,363466.5246828996,1.0,,
6,"LAND_SF, GROSS_AREA, INT_COND, OVERALL_COND, neighborhood_walkability, neighborhood_name",55188,13797,0.6600457196290899,0.35362041460054605,0.6179774050128819,385786.32601809973,1.0,,
5,"GROSS_AREA, RES_FLOOR, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6622971611298147,0.3524474947454116,0.6174638763335094,373245.49071915384,1.0,,
5,"GROSS_AREA, INT_COND, OVERALL_COND, neighborhood_walkability, neighborhood_name",55188,13797,0.6588751557078019,0.35422870166962844,0.6161429331143949,386548.588533296,1.0,,
4,"OVERALL_COND, YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.6135007279137396,0.3770521419708811,0.6035834833661501,366987.739540474,1.0,,
4,"INT_COND, OVERALL_COND, neighborhood_walkability, neighborhood_name",55188,13797,0.6355288014979248,0.3661496974097234,0.5992475807893755,359791.0126068892,1.0,,
3,"INT_COND, neighborhood_walkability, neighborhood_name",55188,13797,0.6334987925046474,0.36716796041006317,0.5956457508188655,360881.6064327941,1.0,,
3,"YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.5927908562286331,0.38702216034720754,0.5922148543619021,380718.50124297704,1.0,,
6,"LU, LAND_SF, RES_FLOOR, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.667074041536358,0.3499458934222809,0.590719924094729,358621.0585399476,1.0,,
6,"LAND_SF, RES_FLOOR, YR_BUILT, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6418738960593098,0.3629485461849097,0.5859457567189488,366857.9323470968,1.0,,
6,"LU, LAND_SF, BLDG_TYPE, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6793406908547917,0.34343851561580746,0.5855335242159561,362501.0200332507,1.0,,
5,"LU, LAND_SF, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6839687602679698,0.34095108712068917,0.5852442736793375,356976.4277090479,1.0,,
5,"LAND_SF, GROSS_AREA, OVERALL_COND, neighborhood_walkability, neighborhood_name",55188,13797,0.6413114081071067,0.3632334654938537,0.5845793588979145,403109.9457025312,1.0,,
4,"GROSS_AREA, OVERALL_COND, neighborhood_walkability, neighborhood_name",55188,13797,0.6404954766450904,0.3636463658003588,0.5829790985623605,403474.8437724137,1.0,,
6,"LAND_SF, RES_FLOOR, BLDG_TYPE, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6498694883409635,0.358874046267551,0.5731595042122053,370974.18004111113,1.0,,
6,"LAND_SF, GROSS_AREA, neighborhood_walkability, emp_dist_m, median_hh_income, neighborhood_name",55188,13797,0.6432553662953651,0.36224783338730204,0.5724338975066843,394544.049988436,1.0,,
6,"LAND_SF, INT_COND, RES_FLOOR, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6586269926463024,0.3543575262022135,0.5713146644256611,364363.9813415252,1.0,,
6,"GROSS_AREA, RES_FLOOR, YR_BUILT, neighborhood_walkability, median_hh_income, neighborhood_name",55188,13797,0.5934271112859908,0.38671968547182717,0.5696113174375171,409361.6302749806,1.0,,
6,"LU, GROSS_AREA, YR_BUILT, neighborhood_walkability, median_hh_income, neighborhood_name",55188,13797,0.5928808608733871,0.38697938660598524,0.5688885366208827,409675.49288751243,1.0,,
6,"GROSS_AREA, YR_BUILT, BLDG_TYPE, neighborhood_walkability, median_hh_income, neighborhood_name",55188,13797,0.5927978131368283,0.3870188543198501,0.5688432826263559,409713.02145140455,1.0,,
6,"GROSS_AREA, INT_COND, YR_BUILT, neighborhood_walkability, median_hh_income, neighborhood_name",55188,13797,0.5928739657720852,0.3869826635960828,0.5688310174745397,409679.8372121179,1.0,,
6,"LAND_SF, GROSS_AREA, YR_BUILT, neighborhood_walkability, median_hh_income, neighborhood_name",55188,13797,0.5938119449824695,0.38653662112691284,0.5687576506442095,408991.6724821531,1.0,,
6,"GROSS_AREA, OVERALL_COND, YR_BUILT, neighborhood_walkability, median_hh_income, neighborhood_name",55188,13797,0.5927400156948087,0.3870463196759179,0.5687122709845028,409750.3910873858,1.0,,
5,"GROSS_AREA, YR_BUILT, neighborhood_walkability, median_hh_income, neighborhood_name",55188,13797,0.5926437022636624,0.3870920835083486,0.5686647102722122,409792.5571105852,1.0,,
4,"GROSS_AREA, YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.5877335771354806,0.38941802929453895,0.5685825526852932,419713.37522512395,1.0,,
6,"LU, LAND_SF, YR_BUILT, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6716377342314577,0.3475391175008015,0.5685083929335968,360837.00787804415,1.0,,
3,"OVERALL_COND, neighborhood_walkability, neighborhood_name",55188,13797,0.6022038849871092,0.38252281297602525,0.5675369362414462,373580.31137698714,1.0,,
6,"GROSS_AREA, RES_FLOOR, neighborhood_walkability, emp_dist_m, median_hh_income, neighborhood_name",55188,13797,0.6391064108982432,0.3643482230579714,0.5672433993899493,396385.121433124,1.0,,
6,"LU, GROSS_AREA, neighborhood_walkability, emp_dist_m, median_hh_income, neighborhood_name",55188,13797,0.6391063745899956,0.364348241385874,0.5672433275502071,396385.14696583786,1.0,,
6,"GROSS_AREA, INT_COND, neighborhood_walkability, emp_dist_m, median_hh_income, neighborhood_name",55188,13797,0.6391063699670609,0.3643482437194676,0.5672433216505642,396385.14713016804,1.0,,
6,"GROSS_AREA, BLDG_TYPE, neighborhood_walkability, emp_dist_m, median_hh_income, neighborhood_name",55188,13797,0.6391063602090261,0.36434824864518883,0.5672433115405239,396385.15323979023,1.0,,
6,"GROSS_AREA, OVERALL_COND, neighborhood_walkability, emp_dist_m, median_hh_income, neighborhood_name",55188,13797,0.6391063588483684,0.3643482493320301,0.5672433068897926,396385.1534931741,1.0,,
5,"GROSS_AREA, neighborhood_walkability, emp_dist_m, median_hh_income, neighborhood_name",55188,13797,0.6391063533363406,0.36434825211442556,0.5672433026617238,396385.1567494548,1.0,,
5,"LAND_SF, GROSS_AREA, YR_BUILT, neighborhood_walkability, neighborhood_name",55188,13797,0.5871593252679566,0.3896891479208352,0.567162022319287,419972.1508642739,1.0,,
2,"neighborhood_walkability, neighborhood_name",55188,13797,0.5790452168708305,0.3935000541114052,0.5644791616133729,384691.2773555135,1.0,,
6,"LAND_SF, GROSS_AREA, INT_COND, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6381403877441606,0.36483553235289085,0.5612645657995066,397927.3801375386,1.0,,
6,"LAND_SF, OVERALL_COND, RES_FLOOR, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6469540673145566,0.3603650616781094,0.5565257259527401,370872.3464220421,1.0,,
5,"LAND_SF, RES_FLOOR, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6329352213475105,0.3674501501840911,0.552542897577498,379530.1287765369,1.0,,
5,"GROSS_AREA, INT_COND, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6302349171802402,0.3687992431594587,0.5484491377406207,403911.03972023807,1.0,,
5,"LU, INT_COND, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6842431752326446,0.34080302834050075,0.5461112337067131,369507.2170867737,1.0,,
6,"LU, RES_FLOOR, YR_BUILT, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.619728199952245,0.37400217889605253,0.5431845378426271,380426.7309454472,1.0,,
6,"LU, INT_COND, RES_FLOOR, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6406152241465277,0.3635857972015604,0.5387903809305957,373833.7602426948,1.0,,
6,"LAND_SF, GROSS_AREA, YR_BUILT, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.562431844381128,0.4011898401561432,0.5371617824839536,419260.079567791,1.0,,
6,"LU, INT_COND, OVERALL_COND, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6809394506811,0.34258127897878005,0.5355225297647916,372780.43629835785,1.0,,
6,"RES_FLOOR, YR_BUILT, BLDG_TYPE, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6033316429647397,0.38198019915532183,0.5331528502114795,388079.8954293241,1.0,,
6,"INT_COND, RES_FLOOR, YR_BUILT, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6132156187063766,0.3771911865012469,0.5323692832579168,382799.9684982753,1.0,,
6,"LU, OVERALL_COND, RES_FLOOR, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6341421914283829,0.3668455341319948,0.5297889055121132,377730.11409871356,1.0,,
6,"LU, GROSS_AREA, YR_BUILT, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.5547008264878377,0.40471846260405037,0.5269859524512802,426401.0919678666,1.0,,
6,"GROSS_AREA, INT_COND, YR_BUILT, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.5546961144042988,0.40472060393090875,0.526815407461704,426424.39182190597,1.0,,
6,"GROSS_AREA, YR_BUILT, BLDG_TYPE, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.5545766574690223,0.40477488533583794,0.5268081657483358,426462.4907487877,1.0,,
6,"GROSS_AREA, OVERALL_COND, YR_BUILT, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.5545452385855126,0.40478916091313516,0.5266464312481788,426489.2503613305,1.0,,
5,"GROSS_AREA, YR_BUILT, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.5544278265757852,0.40484250412736766,0.5265804794069922,426531.41533319734,1.0,,
6,"OVERALL_COND, RES_FLOOR, YR_BUILT, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6046531598741093,0.3813433769586815,0.5237573787051688,386736.7011390334,1.0,,
5,"RES_FLOOR, YR_BUILT, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.5918152398561227,0.38748550857022024,0.5222593632340233,392851.2808495489,1.0,,
6,"LU, LAND_SF, OVERALL_COND, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6668960299869269,0.3500394368728997,0.5171230574276886,377483.7015340957,1.0,,
6,"INT_COND, RES_FLOOR, BLDG_TYPE, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6169778534761311,0.37535224265042216,0.5139177201386922,386136.15600940364,1.0,,
6,"GROSS_AREA, INT_COND, OVERALL_COND, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6104729328059706,0.3785261544239228,0.5126713281731426,414284.9102659044,1.0,,
6,"OVERALL_COND, RES_FLOOR, BLDG_TYPE, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.606686724175159,0.38036134548856243,0.500054494667503,392507.12043350766,1.0,,
4,"LU, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6344619018736363,0.3666852123072442,0.4998532551623007,392100.381570342,1.0,,
4,"LAND_SF, GROSS_AREA, neighborhood_walkability, neighborhood_name",55188,13797,0.5586451833305472,0.40292202449067327,0.4988012169522311,447133.68856584944,1.0,,
5,"INT_COND, RES_FLOOR, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6036638819872722,0.38182019734179956,0.498723887860701,392500.93406943255,1.0,,
3,"GROSS_AREA, neighborhood_walkability, neighborhood_name",55188,13797,0.5578763179934976,0.40327282838436035,0.49835838909453356,447508.89851226215,1.0,,
5,"RES_FLOOR, BLDG_TYPE, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.5917120816690594,0.3875344689691703,0.4959504293877255,400304.0810293351,1.0,,
5,"LU, BLDG_TYPE, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6268494061376475,0.3704837302033171,0.4947026988193085,396964.5467231939,1.0,,
6,"LU, GROSS_AREA, RES_FLOOR, neighborhood_walkability, median_hh_income, neighborhood_name",55188,13797,0.5588704801676901,0.4028191722707327,0.48963486700045444,439286.2448669858,1.0,,
6,"GROSS_AREA, INT_COND, RES_FLOOR, neighborhood_walkability, median_hh_income, neighborhood_name",55188,13797,0.5588502069441803,0.4028284284516514,0.48955863094757956,439282.953054591,1.0,,
6,"GROSS_AREA, RES_FLOOR, BLDG_TYPE, neighborhood_walkability, median_hh_income, neighborhood_name",55188,13797,0.5587551916217348,0.4028718069286709,0.48953729966296256,439326.67104042845,1.0,,
6,"LAND_SF, GROSS_AREA, RES_FLOOR, neighborhood_walkability, median_hh_income, neighborhood_name",55188,13797,0.5587396365445558,0.40287890802844867,0.4894485788191537,439335.70329686295,1.0,,
6,"GROSS_AREA, OVERALL_COND, RES_FLOOR, neighborhood_walkability, median_hh_income, neighborhood_name",55188,13797,0.5587007045454221,0.402896680455622,0.48942016333433136,439347.50281381066,1.0,,
5,"GROSS_AREA, RES_FLOOR, neighborhood_walkability, median_hh_income, neighborhood_name",55188,13797,0.5586070593818113,0.40293942618917367,0.4893708943954562,439391.7512035998,1.0,,
6,"INT_COND, OVERALL_COND, BLDG_TYPE, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6087552864017438,0.3793598049861504,0.4892888695899259,393748.86622068135,1.0,,
6,"LU, GROSS_AREA, INT_COND, neighborhood_walkability, median_hh_income, neighborhood_name",55188,13797,0.5583704240233303,0.4030474217309228,0.4889514393233432,439506.8312047304,1.0,,
6,"LU, GROSS_AREA, BLDG_TYPE, neighborhood_walkability, median_hh_income, neighborhood_name",55188,13797,0.558275588788641,0.4030906944725254,0.48893090172780707,439550.3955810048,1.0,,
6,"GROSS_AREA, INT_COND, BLDG_TYPE, neighborhood_walkability, median_hh_income, neighborhood_name",55188,13797,0.5582551458123636,0.40310002186983107,0.48885451590615603,439546.965987307,1.0,,
6,"LU, GROSS_AREA, OVERALL_COND, neighborhood_walkability, median_hh_income, neighborhood_name",55188,13797,0.5582210045292353,0.4031155988323487,0.48881351406707707,439571.2446853986,1.0,,
6,"LU, LAND_SF, GROSS_AREA, neighborhood_walkability, median_hh_income, neighborhood_name",55188,13797,0.5582427194106752,0.40310569148603453,0.4887992172198725,439568.1197274812,1.0,,
5,"LU, GROSS_AREA, neighborhood_walkability, median_hh_income, neighborhood_name",55188,13797,0.5581274315616946,0.40315828841927054,0.48876444364685334,439615.4565816885,1.0,,
6,"GROSS_AREA, INT_COND, OVERALL_COND, neighborhood_walkability, median_hh_income, neighborhood_name",55188,13797,0.5582003323982763,0.403125030200809,0.4887369388089591,439567.80916879413,1.0,,
6,"GROSS_AREA, OVERALL_COND, BLDG_TYPE, neighborhood_walkability, median_hh_income, neighborhood_name",55188,13797,0.5581057584539328,0.40316817541669286,0.488716822614626,439611.32634475664,1.0,,
5,"GROSS_AREA, INT_COND, neighborhood_walkability, median_hh_income, neighborhood_name",55188,13797,0.5581069450473412,0.40316763411407386,0.4886878911184007,439612.014932641,1.0,,
6,"LAND_SF, GROSS_AREA, INT_COND, neighborhood_walkability, median_hh_income, neighborhood_name",55188,13797,0.5582132396023867,0.4031191414966836,0.4886794328901557,439569.4421556879,1.0,,
5,"GROSS_AREA, BLDG_TYPE, neighborhood_walkability, median_hh_income, neighborhood_name",55188,13797,0.5580122608869373,0.4032108250444034,0.4886671432252935,439655.62887317396,1.0,,
6,"LAND_SF, GROSS_AREA, BLDG_TYPE, neighborhood_walkability, median_hh_income, neighborhood_name",55188,13797,0.5580929893658185,0.40317400039955437,0.4886508631832226,439623.7003763312,1.0,,
5,"GROSS_AREA, OVERALL_COND, neighborhood_walkability, median_hh_income, neighborhood_name",55188,13797,0.5579576176884045,0.40323574886725655,0.48855033169314743,439676.39415646216,1.0,,
6,"LAND_SF, GROSS_AREA, OVERALL_COND, neighborhood_walkability, median_hh_income, neighborhood_name",55188,13797,0.5580382790455001,0.4031989571161274,0.4885098534137371,439645.4481067038,1.0,,
4,"GROSS_AREA, neighborhood_walkability, median_hh_income, neighborhood_name",55188,13797,0.557864156389496,0.40327837480826445,0.4885012084475794,439720.51075217227,1.0,,
5,"LAND_SF, GROSS_AREA, neighborhood_walkability, median_hh_income, neighborhood_name",55188,13797,0.5579279385042262,0.40324928547331795,0.4884438716878855,439698.8190714335,1.0,,
5,"LU, YR_BUILT, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6197495576549863,0.373991675961676,0.48556959928467114,394336.12264162983,1.0,,
5,"OVERALL_COND, RES_FLOOR, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.5923008727919901,0.387254936845371,0.48369305621187975,399248.05302873446,1.0,,
6,"INT_COND, OVERALL_COND, RES_FLOOR, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.596842209978931,0.3850920917654392,0.4803501347183141,397854.99625427945,1.0,,
4,"RES_FLOOR, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.577576305801587,0.39418601046903806,0.4798246050564241,406694.63884224626,1.0,,
6,"LU, YR_BUILT, BLDG_TYPE, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6107434452013545,0.37839469526597475,0.47873380017611267,400932.77546429494,1.0,,
6,"LU, OVERALL_COND, BLDG_TYPE, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6312510064666821,0.3682921769615812,0.4515316960786864,400548.0158915263,1.0,,
6,"LAND_SF, GROSS_AREA, BLDG_TYPE, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.5310031991733181,0.41534789353877843,0.45004451834337256,449042.14258568914,1.0,,
6,"LAND_SF, GROSS_AREA, OVERALL_COND, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.5309558331929564,0.41536886688383645,0.44988064134392525,449053.7534692149,1.0,,
5,"LAND_SF, GROSS_AREA, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.5308260413386853,0.41542633243850247,0.449818498162151,449103.84140877426,1.0,,
6,"LU, OVERALL_COND, YR_BUILT, neighborhood_walkability, emp_dist_m, neighborhood_name",55188,13797,0.6191152884663862,0.3743034606881694,0.4379505212670878,402352.79418919014,1.0,,
